,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3)
1120,EMUBIZ_clean,5.69e-08,7.17e-09,6,2,5.826518054,0.50981539,1372.290367
1121,EMUBOF_clean,3.43e-08,4.56e-09,6,2,10.33849065,1.117819168,1198.741732
1122,ENAFAB_clean,1.23e-08,3.63e-09,6,2,5.564328277,0.925395324,2542.468513
1123,ENANIS_clean,1.45e-08,3.06e-09,6,2,3.952063214,0.437775328,1337.336005
1124,ENCDBZ_clean,4.46e-08,7.8e-09,6,2,1.881136353,0.398877898,1359.463158
1125,ENCDBZ01_clean,5.02e-08,7.7e-09,6,2,1.624849609,0.233276912,1332.244983
1126,ENCNBZ01_clean,6.56e-08,1.56e-08,6,2,2.431874533,0.570638634,1439.058463
1127,ENEQUL_clean,3.66e-08,9.53e-09,6,2,4.983793428,0.258229085,967.9963291
1128,ENESOH_clean,8.78e-08,2.13e-08,6,2,2.822674879,0.45193477,639.1947846
1129,ENESUN_clean,8.77e-08,2.2e-08,6,2,2.841620226,0.449676877,626.6819282
1130,ENIHUG_clean,1.09e-07,1.03e-08,6,2,9.886257726,1.323521388,581.4796165
1131,ENIHUG01_clean,1.01e-07,9.19e-09,6,2,9.978819468,1.336007914,585.0279844
1132,ENISOK_clean,8.83e-08,1.72e-08,6,2,7.665207191,1.124777511,1144.309945
1133,ENISUQ_clean,7.89e-08,1.63e-08,6,2,8.990504362,1.326536071,992.2467558
1134,ENITAX_clean,8.03e-08,1.51e-08,6,2,8.040586196,1.554682638,573.0563464
1135,ENITEB_clean,3.37e-08,5.43e-09,6,2,9.631959223,2.158069665,909.4426955
1136,ENITIF_clean,2.61e-08,5.69e-09,6,2,11.02674814,2.578279446,993.7760337
1137,ENITOL_clean,3.96e-08,5.97e-09,6,2,8.914517635,1.764722913,1020.738531
1138,ENIXUV_clean,4e-08,7.97e-09,6,2,2.96094257,0.361015997,1048.940067
1139,EPECEJ_clean,2.55e-08,4.77e-09,6,2,8.128614361,0.920637575,908.5333302
1140,EPECOT_clean,3.9e-09,1.37e-09,6,2,5.12171555,0.935600756,1269.754755
1141,EPEWAY_clean,2.07e-08,7.44e-09,6,2,6.372887822,0.130079267,1270.937349
1142,EPEWEC_clean,2.05e-08,7.61e-09,6,2,6.413028159,0.132988313,1271.903481
1143,EPEXUU_clean,1.1e-08,4.97e-09,6,2,6.775227835,0.234080552,1213.639614
1144,EPEYAB_clean,8.08e-09,4.15e-09,6,2,6.843749436,0.260184665,1245.696805
1145,EPISOM_clean,8.38e-08,5.18e-09,6,2,10.07002903,2.689013712,677.6104416
1146,EPONAA_clean,2.29e-07,5.62e-08,6,2,0.717305896,0.199699069,495.2217252
1147,EPONEE_clean,2.3e-07,5.52e-08,6,2,0.72698416,0.201101664,492.8517191
1148,EPOPEG_clean,1.75e-08,6.47e-09,6,2,2.134645191,0.425807663,955.8692198
1149,EPOTAF_clean,1.13e-07,2.19e-08,6,2,10.22192221,0.662668293,575.2370709
1150,EQERAU_clean,3.65e-08,7.58e-09,6,2,12.45271949,1.246244068,830.1815557
1151,EQEREY_clean,8.38e-08,1.91e-08,6,2,2.598092115,0.631517207,1084.301555
1152,EQERIC_clean,5.33e-08,1.53e-08,6,2,3.341125562,0.855516498,1083.5495
1153,EQETAX_clean,5.22e-08,1.32e-08,6,2,5.545282921,0.532017569,890.7693554
1154,EQOXIT_clean,4.7e-08,1.02e-08,6,2,4.779536651,0.194058,1195.750891
1155,ERALEQ_clean,2.05e-08,7.23e-09,6,2,14.16584896,2.724519522,977.8226539
1156,ERALIU_clean,2.54e-08,1.05e-09,6,2,17.15802016,5.405913409,1028.035133
1157,ERALUG_clean,1.97e-08,4.86e-09,6,2,7.928836148,1.579301689,1111.214798
1158,ERAMAN_clean,2.03e-08,1.04e-09,6,2,23.10370021,3.74484909,963.5491831
1159,ERAMER_clean,3.99e-08,9.85e-09,6,2,11.59122895,1.614285281,685.9532928
1160,ERAMOB_clean,2.5e-08,2.75e-09,6,2,12.43592338,2.380093093,863.34944
1161,ERAMUH_clean,1.39e-09,5.33e-10,6,2,17.2957333,4.638613789,907.7171485
1162,ERANAO_clean,2.15e-10,2.42e-10,6,2,2.061439346,1.129695007,6444.191453
1163,ERANES_clean,9.98e-09,4.45e-09,6,2,14.84800339,2.036319292,804.1025027
1164,EREFEN01_SL,2.33e-08,4.15e-09,6,2,7.548624345,0.582678585,1136.866326
1165,EREGOY_clean,7.86e-08,1.58e-08,6,2,9.680005015,0.365652215,879.5481047
1166,ERIRIG_auto,1.27e-07,2.41e-08,6,2,6.305710922,0.989397577,426.7991022
1167,ERIWAF_clean,6.88e-08,8.89e-09,6,2,12.11575724,1.692053455,840.5308195
1168,ERUFUS_clean,4.58e-09,1.24e-09,6,2,1.664529548,0.277168317,1508.960475
1169,ERULEK_clean,7.06e-08,1.58e-08,6,2,5.322750365,0.42181131,799.6109166
1170,ERUNOW_clean,5.66e-08,1.33e-08,6,2,4.928004092,0.32361519,884.3043648
1171,ERUNUC_clean,1.08e-07,2.12e-08,6,2,3.845627294,0.505693807,612.9361677
1172,ESANET_clean,2.79e-08,7.57e-09,6,2,1.212175201,0.090979647,1802.299359
1173,ESARIB_clean,1.04e-08,1.72e-09,6,2,2.799299387,1.300116269,1874.641459
1174,ESAROH_clean,1.18e-08,2.52e-09,6,2,3.046641371,0.271177822,1367.555102
1175,ESARUN_clean,2.62e-08,6.67e-09,6,2,6.046002389,0.366543449,1142.252351
1176,ESASAU_clean,2.04e-08,7.58e-09,6,2,3.040261937,0.173199309,1377.132237
1177,ESASEY_clean,1.5e-08,6.72e-09,6,2,3.344845823,0.383817287,1284.767573
1178,ESEBOV_clean,8.74e-08,1.58e-08,6,2,9.297352109,1.991082257,432.1876534
1179,ESEDIQ_clean,3.15e-08,6.31e-09,6,2,14.8110049,0.95767233,834.5651783
1180,ESEHIV_clean,3.92e-08,7.88e-09,6,2,4.391337139,0.372575099,1242.764317
1181,ESEQUO_clean,1.73e-08,4.34e-09,6,2,9.822734277,0.190037571,1170.483651
1182,ESEVIH_clean,1.16e-07,2.06e-08,6,2,8.686689211,0.060903498,1516.411715
1183,ESIFET_clean,4.75e-08,1.03e-08,6,2,3.430861833,0.130999938,1425.321242
1184,ESIGES_clean,2.83e-08,9.51e-09,6,2,8.336417469,0.143682609,1290.561031
1185,ESIGES01_clean,2.93e-08,9.91e-09,6,2,8.509977126,0.145664784,1282.536602
1186,ESIGES02_clean,3.09e-08,9.2e-09,6,2,8.301011081,0.141881214,1285.516665
1187,ESIWAF_clean,1.71e-08,3.46e-09,6,2,1.922904265,0.483814926,1654.92128
1188,ESURER_clean,5.77e-08,1.69e-08,6,2,6.7092267,0.173400704,1393.295352
1189,ESURER01_clean,5.59e-08,1.55e-08,6,2,6.562775207,0.17976867,1404.96303
1190,ESURER02_clean,5.74e-08,1.55e-08,6,2,6.521982704,0.184590242,1408.977079
1191,ESURER03_clean,5.87e-08,1.43e-08,6,2,6.561877595,0.185224693,1409.88057
1192,ESURER04_clean,5.64e-08,1.75e-08,6,2,6.963313493,0.159378933,1365.374937
1193,ESUSAO_clean,4.12e-08,1.02e-08,6,2,6.391664347,0.200379011,1430.164226
1194,ESUSAO01_clean,4.01e-08,1.05e-08,6,2,6.30024252,0.197273194,1431.464027
1195,ESUSIW_clean,5.41e-08,1.52e-08,6,2,6.465638973,0.155374201,1392.023907
1196,ESUSOC_clean,4.81e-08,1.4e-08,6,2,7.149566945,0.15252894,1364.432231
1197,ESUSOC01_clean,5.65e-08,1.53e-08,6,2,7.048450732,0.138974865,1363.505989
1198,ESUSOC02_clean,6.03e-08,1.83e-08,6,2,6.95049071,0.137781523,1367.998863
1199,ESUTAP_clean,5.95e-08,1.62e-08,6,2,7.19859733,0.143546955,1373.466058
1200,ESUTIX_clean,5.2e-08,1.55e-08,6,2,7.050960312,0.138917543,1353.385097
1201,ESUVAR_clean,3.85e-08,1.02e-08,6,2,6.118303861,0.255835553,1470.629676
1202,ESUVAR01_clean,3.13e-08,7.1e-09,6,2,5.537283417,0.383403317,1549.269867
1203,ESUVOF_clean,6.51e-08,1.77e-08,6,2,6.990254888,0.183785127,1384.837819
1204,ETAXUT_clean,2.45e-08,4.39e-09,6,2,7.111701678,1.521978385,721.5276596
1205,ETEKEU_clean,9.91e-08,2.11e-08,6,2,12.98499178,0.16556617,1162.553356
1206,ETEPID_clean,1.46e-08,2.78e-09,6,2,7.203066653,0.584565183,1105.360443
1207,ETESIG_clean,1.35e-08,2.43e-09,6,2,4.441621375,0.564070965,1348.028824
1208,ETEXEI_clean,2.24e-08,3.82e-09,6,2,3.738003719,0.396328326,1526.712753
1209,ETEXEI01_clean,2.44e-08,3.63e-09,6,2,3.759485053,0.39685843,1514.122076
1210,ETIPII_clean,1.07e-08,2.44e-09,6,2,7.00868436,1.27986202,1336.157645
1211,ETIXAI_clean,2.04e-08,3.39e-09,6,2,4.356383646,0.780334621,1216.924838
1212,ETIXIQ_clean,2.79e-08,7.14e-09,6,2,5.028769139,0.409181095,848.3884109
1213,ETIXOW_clean,3.32e-08,1.27e-08,6,2,7.302150607,0.667902208,1580.206352
1214,ETIYEN_clean,3.46e-08,1.3e-08,6,2,7.729997551,0.605171766,1463.598855
1215,ETUXEW_clean,1.52e-08,3.76e-09,6,2,4.794887775,0.562314214,1767.7712
1216,EVADEK_clean,9.76e-09,3.19e-09,6,2,4.60114076,0.519165371,2080.9322
1217,EVADIO_clean,8.61e-09,2.42e-09,6,2,4.406034328,0.662913796,2179.874479
1218,EVAKIV_clean,3.78e-08,1.1e-08,6,2,2.394286696,0.470604648,730.2225809
1219,EVEGIV_clean,1.47e-08,6.28e-10,6,2,2.411192176,0.73593185,1312.270735
1220,EVEGOB_clean,3.42e-08,9.76e-10,6,2,2.656806353,0.660337255,1282.502412
1221,EVEGUH_clean,2.82e-08,1.19e-09,6,2,2.704511678,0.631178627,1288.092134
1222,EVIMUT_clean,6.9e-08,1.27e-08,6,2,0.839956628,3.598844729,989.4153243
1223,EVOTIT_SL,1.18e-08,1.82e-09,6,2,6.307362113,0.383527218,1230.352881
1224,EVUDAA_clean,1.65e-08,4.45e-09,6,2,9.923240259,1.096160535,1066.547403
1225,EVURAP_clean,1.47e-08,3.42e-09,6,2,6.198240117,0.127661503,1503.652922
1226,EWECOY_clean,5.74e-08,1.36e-08,6,2,10.13636739,0.187605067,1353.692249
1227,EWESAC_clean,8.6e-09,2.81e-09,6,2,3.786542094,0.130580761,1287.635732
1228,EWIPIL_clean,7.01e-08,6.21e-09,6,2,12.93754983,0.647193006,1203.438326
1229,EWUCOP_clean,3.08e-08,3.85e-09,6,2,10.64048235,1.001907777,1140.351682
1230,EWUGEK_clean,3.05e-09,1.35e-09,6,2,1.529833513,0.075808196,1596.456324
1231,EWUKAK_clean,5.6e-08,3.82e-09,6,2,13.4879546,0.577186259,1112.844294
1232,EWUKEO_clean,8.91e-08,1.11e-08,6,2,14.36096332,0.524305787,1043.127928
1233,EWUKIS_clean,7.36e-08,8.88e-09,6,2,13.622158,0.515025027,1058.097377
1234,EWUSUL_clean,1.42e-07,3.58e-08,6,2,0.763624742,0.153921885,979.4918851
1235,EWUTEW_clean,6.94e-08,1.6e-08,6,2,1.409642585,0.338263362,1294.201602
1236,EXALAR_clean,3.24e-08,8.13e-09,6,2,1.478653523,0.285481785,819.119557
1237,EXAPEA_clean,7.62e-09,5.51e-10,6,2,0.868507825,0.286216514,1448.334247
1238,EXAXAE_clean,5.65e-08,6.69e-09,6,2,5.834890413,0.534563372,1365.36465
1239,EXAXAE01_clean,6.48e-08,6.56e-09,6,2,5.737096489,0.501822068,1347.726859
1240,EXEMUR_clean,7.9e-09,2.03e-09,6,2,3.102290081,0.059109275,1417.682714
1241,EXEQAA_clean,5.92e-08,1.03e-08,6,2,12.95905029,0.223678312,1024.952285
1242,EXEQII_SL,5.16e-08,1.15e-08,6,2,12.95082345,0.22474845,1025.014082
1243,EXEWIO_clean,3.54e-08,8.07e-09,6,2,4.472893377,0.415324797,1106.14387
1244,EXEXAH_clean,9.22e-08,2.74e-08,6,2,1.108607601,0.275067416,865.7278837
1245,EXIDOF_clean,6.18e-08,7.11e-09,6,2,13.2297801,0.426936143,1035.91565
1246,EXOTOB_clean,1.77e-07,3.51e-08,6,2,2.056295685,0.266934689,710.3570263
1247,EXOTUH_SL,4.03e-08,9.76e-09,6,2,7.60744611,0.582179141,950.546697
1248,EXOZIB_clean,6.5e-08,8.44e-09,6,2,11.07904433,0.38737309,860.8867915
1249,EXUHEM_clean,2.45e-08,5.59e-09,6,2,3.213146739,0.166788591,1194.78206
1250,EXUHUC_clean,1.92e-08,7.88e-09,6,2,4.972853066,0.018312161,1222.735824
1251,EYINOR_clean,9.72e-08,8.82e-09,6,2,11.61476324,1.564497798,997.3150219
1252,EYOCOM_clean,1.03e-07,9.27e-09,6,2,10.95123538,1.336767076,974.9904231
1253,EYULOA_clean,1.16e-08,2.43e-09,6,2,4.391837398,0.762392044,1265.041135
1254,EYUWAW_clean_h,6.61e-08,1.5e-08,6,2,8.954037035,0.745491487,1024.986798
1255,EZABEN_clean,3.56e-08,1.06e-08,6,2,2.576069899,0.15680717,1809.314645
1256,EZEQEH_clean,9.36e-09,1.99e-09,6,2,5.685968454,0.536015609,1233.355378
1257,EZEQIL_clean,1.24e-08,2.22e-09,6,2,6.44677741,0.309773208,1171.283676
1258,EZEQOR_clean,1.15e-08,2.62e-09,6,2,6.892936887,0.253343041,1144.107645
1259,EZEQUX_clean,1.21e-08,2.55e-09,6,2,6.857582537,0.28973164,1149.006708
1260,EZESAF_clean,2.14e-08,6.88e-09,6,2,3.229122534,0.176139403,1246.180835
1261,EZIMEG_clean,3.22e-08,2.8e-09,6,2,11.25900579,2.022747263,1071.957714
1262,EZIMIK_clean,3.2e-08,3.49e-09,6,2,11.26156477,1.932165853,1068.56836
1263,EZITUE_clean,2.04e-08,6.69e-09,6,2,2.441865791,0.226979474,1417.847867
1264,EZIVAM_clean,8.41e-09,3.79e-09,6,2,2.082562604,0.212918515,1368.024177
1265,EZOBUR_clean,2.04e-08,6.22e-09,6,2,2.376232016,0.200539291,1265.267221
1266,EZOBUR01_clean,1.83e-08,5.23e-09,6,2,2.806809866,0.462030769,2047.307644
1267,EZOBUR02_clean,1.33e-08,3.64e-09,6,2,2.335782326,0.199746511,1365.036051
1268,EZOFEF_clean,1.63e-08,1.71e-09,6,2,10.88148753,1.797400977,1024.913565
1269,EZOFUV_clean,7.47e-08,1.17e-08,6,2,11.57295829,0.385836543,1020.129979
1270,EZUCIM_clean,3.47e-08,6.53e-09,6,2,7.886778545,0.64099866,1002.956164
1271,EZULAO_clean,2.62e-08,7.45e-09,6,2,5.704648702,0.6346515,1445.751296
1272,FABCUI_clean,3.32e-08,7.58e-09,6,2,1.839822758,0.197114784,1092.747144
1273,FAFDEX_clean,2.47e-08,6.92e-09,6,2,7.348174168,0.033204648,1412.105282
1274,FAFQEJ01_clean,3.17e-08,7.67e-09,6,2,8.066594654,0.18718546,1462.645327
1275,FAGQAI_clean,1.2e-07,2.42e-08,6,2,5.66055132,0.864450719,481.092259
1276,FAGREM_clean,2.9e-08,9.07e-09,6,2,8.799395533,0.041572269,1465.392574
1277,FAGXIX_clean,2.89e-08,6.38e-10,6,2,7.866714253,1.586327069,1243.632036
1278,FAHGAY_clean,5.98e-08,8.12e-09,6,2,16.135456,0.412354433,789.8045453
1279,FAHPOV_clean,6.79e-08,1.45e-08,6,2,6.531415076,1.23129613,465.0841988
1280,FAHQIR_clean,1.74e-08,3.72e-09,6,2,4.140458017,0.380804792,1246.297549
1281,FAJYAS_clean,5.97e-08,9.81e-09,6,2,9.285955437,0.576586715,843.3708209
1282,FAKHIK_clean,1.16e-08,3e-09,6,2,6.947857763,0.771639745,1358.859081
1283,FAKLIO_clean,8.97e-08,2.42e-08,6,2,1.978413215,0.463625392,753.3895641
1284,FAKLOU_clean,6.77e-08,1.94e-08,6,2,1.762507798,0.407018699,879.6356823
1285,FAKLUA_clean,8.27e-08,2.14e-08,6,2,2.343981946,0.53845423,819.3169994
1286,FAKMAH_clean,1.08e-07,2.53e-08,6,2,2.153676804,0.520590401,756.8942621
1287,FAKNIR_clean,4.3e-08,6.71e-09,6,2,8.21563453,0.756714731,960.2307973
1288,FALBAX_manual,1.66e-07,4.01e-08,6,2,2.023358907,0.502648001,447.1831231
1289,FALDAA_clean,3.46e-08,8.73e-09,6,2,6.18669957,0.362253657,1088.975426
1290,FALLOT_clean,8.62e-09,1.17e-09,6,2,0.788390635,0.178128923,1840.945433
1291,FALRIV_clean,3.65e-08,7.43e-09,6,2,3.048323721,0.490268792,1062.332544
1292,FALRIV01_clean,3.14e-08,7.05e-09,6,2,3.049246447,0.481605499,1064.80357
1293,FALROB_clean,3.2e-08,7.52e-09,6,2,2.98616661,0.450778527,1058.604777
1294,FALSAO_clean,3.42e-08,6.69e-09,6,2,2.971329111,0.468864067,1062.715521
1295,FAMHAE_clean,1.51e-08,9.63e-09,6,2,1.493481704,0.009632221,1920.608898
1296,FAMHAE01_clean,1.69e-08,9.78e-09,6,2,1.479765604,0.007986803,1967.838037
1297,FAMPUH_clean,9.45e-08,7.46e-09,6,2,11.23791767,2.030663002,672.5660457
1298,FAMQAO_clean,1.04e-07,6.93e-09,6,2,10.30726759,1.98407112,666.732085
1299,FAMQES_clean,1e-07,7.63e-09,6,2,10.61944998,1.946534674,674.2224387
1300,FANCIJ_clean,4.31e-08,9.99e-09,6,2,7.854689159,1.54312668,1090.351036
1301,FANQER_clean,3.48e-08,7.6e-09,6,2,0.50958824,0.068665561,1508.408992
1302,FAPXEC_clean,6.28e-08,1.08e-08,6,2,12.18887538,0.242049753,1108.486514
1303,FAPXIG_clean,5.32e-08,1.05e-08,6,2,12.87164545,0.268263519,1129.242221
1304,FAPXOM_clean,5.22e-08,1.08e-08,6,2,12.90694828,0.268030325,1129.844387
1305,FAQGEL_clean,4.79e-08,1.2e-08,6,2,6.700958079,0.33119002,1441.502307
1306,FAQGIP_clean,4.49e-08,1.15e-08,6,2,7.859250677,0.377053724,1222.023453
1307,FAQLUH_clean,6.26e-08,1.02e-08,6,2,12.23806075,0.235780984,1106.862865
1308,FARBIL_clean,4.07e-08,5.8e-09,6,2,10.39512256,0.265838505,1161.824924
1309,FARFIO_clean,9.24e-08,2.22e-08,6,2,0.885753769,0.205765159,1311.401836
1310,FARFOU_clean,9.21e-08,2.24e-08,6,2,0.922807968,0.21662349,1313.839249
1311,FARFUA_clean,8.47e-08,2e-08,6,2,0.905211075,0.210410265,1375.180437
1312,FARHIR_ion_b,4.22e-08,9.83e-09,6,2,4.775613042,0.088515511,1629.080446
1313,FARHOX_ion_b,2.04e-08,5.86e-09,6,2,5.227706533,0.152199404,1632.332054
1314,FASVIH_clean,7.67e-08,1.99e-08,6,2,10.56933096,0.05996083,1289.373443
1315,FATKIV_clean,3.47e-08,9.18e-09,6,2,2.17197383,0.252272025,799.5222353
1316,FATKUI_clean,1.46e-08,4.24e-09,6,2,4.774037322,0.066757724,1764.485942
1317,FATLUJ_clean,4.21e-08,1.2e-08,6,2,4.601708511,0.074775143,1209.503215
1318,FATQID_clean,7.32e-08,1.06e-08,6,2,13.53974157,1.881966712,606.7876509
1319,FATVOM_clean,2.33e-08,4.73e-09,6,2,3.566572474,0.085332601,1597.959912
1320,FAVDAK_clean,1.94e-08,4.85e-09,6,2,1.93575968,0.614095898,2223.632514
1321,FAVDEO_clean,4.56e-08,1.21e-08,6,2,0.976879356,0.258237429,2381.904947
1322,FAVDIS_clean,3.26e-08,7.65e-09,6,2,0.71309027,0.162627399,3304.837822
1323,FAVFUG_clean,2.53e-08,4.17e-09,6,2,10.66374219,0.990014825,1025.776424
1324,FAVKAP_clean,3.1e-08,2.89e-09,6,2,16.137349,0.699241327,1091.906208
1325,FAWCEN01_SL,1.08e-08,6.73e-09,6,2,1.064621769,0.249411235,937.5684479
1326,FAWCEN02_SL,1.13e-08,6.83e-09,6,2,1.071409563,0.255965107,924.2530762
1327,FAYPAY_clean,8.13e-08,1.83e-08,6,2,3.396502893,0.342370361,673.9655593
1328,FAYPEC_clean,5.23e-08,1.56e-08,6,2,3.026544374,0.28444131,745.8311626
1329,FAYPIG_clean,6.92e-08,1.8e-08,6,2,3.225911416,0.280868525,742.3093134
1330,FAYPOM_clean,3.1e-08,1.12e-08,6,2,3.947882624,0.181477578,888.9811452
1331,FAYQAZ_clean,5.41e-08,1.44e-08,6,2,3.145933369,0.272131786,797.069911
1332,FAYQED_clean,9.44e-08,2.17e-08,6,2,3.208672802,0.455153421,533.6904657
1333,FAYQUT_clean,5.45e-08,1.46e-08,6,2,3.41965728,0.318600049,777.9301156
1334,FAZFET_clean,2.66e-08,8.28e-09,6,2,7.748508721,0.140952796,1652.653095
1335,FAZPED_clean,3.21e-08,8.93e-09,6,2,3.127956295,0.041984937,1645.878146
1336,FEBPUY_clean,3.42e-08,6.19e-09,6,2,7.132961569,0.122498013,1238.230765
1337,FEBXIV_clean,2.12e-07,3.31e-08,6,2,5.130026163,1.18676862,293.6854089
1338,FECCIZ_clean,2.09e-08,2.45e-09,6,2,2.569066379,0.628035425,1688.98482
1339,FECJUT_clean,2.82e-08,5.65e-09,6,2,7.65309336,0.802094287,902.8130045
1340,FECKAA_clean,4.79e-09,2.02e-09,6,2,6.715885248,0.982781362,977.6548372
1341,FECXES_clean,7.37e-08,4.94e-09,6,2,14.64374513,1.23376939,833.0741598
1342,FECXUI_clean,2.99e-08,6.61e-09,6,2,10.77893998,0.986467996,924.8987529
1343,FECYIX_clean,1.7e-08,1.18e-08,6,2,1.489267299,0.00968364,1941.000682
1344,FECYUJ_clean,2.34e-08,5.37e-09,6,2,10.94894222,1.057104456,925.9386055
1345,FECZAQ_manual,2.97e-08,7.69e-09,6,2,12.15032917,0.458729721,984.1655359
1346,FEFCUQ_clean,6.58e-08,1.2e-08,6,2,7.39927753,0.61591964,777.9890838
1347,FEFDAX_clean,6.47e-08,1.31e-08,6,2,7.59896644,0.45158708,828.5989971
1348,FEFDEB_manual,9.5e-08,2.15e-08,6,2,4.994766802,0.406281351,539.3019969
1349,FEFZOF_clean,2.61e-08,5.72e-09,6,2,1.175007393,0.245781958,1782.17534
1350,FEGNIQ_clean,3.94e-08,5.45e-09,6,2,6.522590596,0.362719412,1151.555997
1351,FEHCIG_manual,4.27e-08,1.27e-08,6,2,4.332993123,0.194561995,956.748041
1352,FEJDII_clean,2.52e-08,3.72e-09,6,2,3.690563419,0.457861799,1649.950918
1353,FEJDII01_clean,2.4e-08,3.28e-09,6,2,3.618712756,0.467075726,1659.75264
1354,FENROG_clean,5.13e-08,5.75e-09,6,2,7.151269894,0.130744774,1677.802743
1355,FEQSIF_clean,8.74e-08,6.29e-09,6,2,14.9850658,0.920930258,773.3902454
1356,FERHAN_clean,3.92e-08,6.98e-09,6,2,9.473563719,0.689264993,784.168404
1357,FESTUT_clean,1.22e-08,4.01e-09,6,2,3.578986213,0.310068647,1914.342222
1358,FEVNOL_clean,5.76e-08,1.23e-08,6,2,3.570226315,1.711547559,2769.112552
1359,FEVSAC_clean,2.06e-08,2.1e-09,6,2,1.320416045,0.251442173,1303.423083
1360,FEWWEL_clean,7.09e-08,1.76e-08,6,2,6.137073874,1.392188843,926.4721723
1361,FEWWIP_clean,5.87e-08,1.47e-08,6,2,6.963760226,1.707219638,993.0383458
1362,FEWWOV_clean,4.46e-08,8.54e-09,6,2,3.744839512,0.657081761,923.8373148
1363,FEWWUB_clean,4.72e-08,1.15e-08,6,2,2.831952475,0.5529154,839.4536982
1364,FEWXIQ_clean,1.63e-07,3.81e-08,6,2,2.138446692,0.540054028,482.8934996
1365,FEXCES_clean,5e-08,8.89e-09,6,2,10.23310969,0.68029643,1018.242336
1366,FEYJID_clean,3.97e-08,4.85e-10,6,2,15.66288222,1.446396112,1287.633963
1367,FEYJOJ_clean,6.86e-08,1.15e-08,6,2,15.44382279,0.797344208,913.378476
1368,FEZCIX_clean,2.3e-07,4.92e-08,6,2,0.405989845,0.10660548,1059.385241
1369,FEZQEI_clean,1.73e-08,7.15e-09,6,2,3.975994883,0.040412814,1193.362361
1370,FEZREJ_clean,4.88e-08,5.09e-09,6,2,11.08748362,0.737753942,1320.105334
1371,FEZTIP_clean,4.42e-08,1.23e-08,6,2,5.107977915,0.294945507,1110.884575
1372,FIBHIJ_clean,1.15e-08,3.3e-09,6,2,0.957563856,0.22459818,1291.898133
1373,FIBKEI_clean,7.91e-08,3.14e-09,6,2,11.37730282,2.240444142,708.2470102
1374,FIDMIP_clean,2.65e-08,7.15e-09,6,2,4.181133645,0.025087777,2126.432597
1375,FIFMIS_clean,9.39e-09,1.24e-09,6,2,5.122623749,0.872358296,1288.778114
1376,FIFMIS01_clean,9.61e-09,9.54e-10,6,2,5.080078946,0.902500773,1289.273002
1377,FIFMOY_clean,9.04e-09,1.23e-09,6,2,4.860869034,0.905609931,1295.429055
1378,FIFNUE_clean,5e-08,9.5e-09,6,2,6.34150804,0.337752036,1020.233634
1379,FIFNUE01_clean,4.88e-08,9e-09,6,2,6.177698836,0.327968119,1017.024548
1380,FIFPAM_clean,4.57e-08,7.84e-09,6,2,6.018889097,0.266881167,1035.34333
1381,FIFPAM01_clean,4.38e-08,8.14e-09,6,2,6.433356512,0.35494554,1030.155485
1382,FIHFAF_clean,4.3e-08,1.04e-08,6,2,5.402844955,0.252785282,1212.131514
1383,FIHHOV_clean,2.75e-08,6.43e-09,6,2,3.246562309,0.611108669,1353.435128
1384,FIHHUB_SL,1.29e-07,2.7e-08,6,2,2.71062272,0.402983358,621.2850378
1385,FIHRIZ_clean,2.62e-08,9.06e-09,6,2,10.74859785,0.18991577,1060.091911
1386,FIJCUX01_clean,3.17e-08,1.39e-08,6,2,10.86561802,0.079045758,1223.379455
1387,FIJDEI_clean,2.74e-09,2.59e-10,6,2,3.656519706,0.671747434,1806.222177
1388,FIJDIM_clean,3.91e-08,8.78e-09,6,2,8.936288683,0.272794263,1245.668434
1389,FIJDIM01_clean,3.49e-08,9.08e-09,6,2,8.979371102,0.258390248,1245.065015
1390,FIJDIM02_clean,3.82e-08,9.82e-09,6,2,9.0673338,0.253901234,1241.36047
1391,FIJDIM03_clean,3.63e-08,9.47e-09,6,2,9.126988656,0.255214405,1239.248642
1392,FIJDIM04_clean,3.8e-08,9.95e-09,6,2,9.248804945,0.241564195,1234.555666
1393,FIJDIM05_clean,3.69e-08,9.88e-09,6,2,9.304172271,0.245989805,1231.39135
1394,FIJDIM06_clean,3.32e-08,1.04e-08,6,2,9.360321582,0.232928549,1227.976722
1395,FIJDIM07_clean,3.74e-08,8.54e-09,6,2,9.439785305,0.237266802,1227.006058
1396,FIJDIM08_clean,3.7e-08,9.17e-09,6,2,9.525090664,0.230498056,1222.74063
1397,FIJDIM09_clean,3.71e-08,1.06e-08,6,2,9.603413112,0.230288118,1220.367911
1398,FIJDIM10_clean,3.7e-08,8.98e-09,6,2,8.528337896,0.249944815,1236.371647
1399,FIJDIM11_clean,3.79e-08,8.22e-09,6,2,8.901827821,0.248289262,1233.858811
1400,FIJDIM12_clean,3.72e-08,1.05e-08,6,2,9.170455726,0.24750305,1235.584063
1401,FIJDOS_clean,8.97e-08,2.52e-08,6,2,10.87410006,0.052364022,1219.603695
1402,FIJFIO_clean,3.43e-08,6.23e-09,6,2,7.895636749,2.562409339,1249.89059
1403,FIJFOU_clean,2.83e-08,6.28e-09,6,2,5.502483683,0.583043249,1412.517899
1404,FIJXUR_clean,5.9e-08,1.58e-08,6,2,0.396214402,0.076523459,1500.179656
