,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3)
5127,VIDVUB_clean,1.39e-07,1.58e-08,6,2,11.60367093,0.531882796,887.0917679
5128,VIDWIQ_clean,2.42e-08,6.19e-09,6,2,10.36018644,0.21808229,1178.894106
5129,VIDXOX_clean,3.23e-08,9.66e-09,6,2,7.753157407,0.03493933,1685.082706
5130,VIGDIY_clean,4.31e-09,3.37e-10,6,2,4.514363222,0.832746056,1464.649373
5131,VILXOE_clean,2.6e-08,9.17e-09,6,2,7.260926177,0.13993667,1205.296695
5132,VIMRAM_clean,2e-08,1.23e-09,6,2,13.72211919,1.184857345,1127.016036
5133,VINHIL_clean,8.3e-08,3.44e-09,6,2,24.33712808,3.117873964,821.4376924
5134,VINHOR_clean,9.13e-08,5.31e-09,6,2,22.57132571,1.847118953,808.98368
5135,VIPYOK_clean,1.87e-08,7.95e-09,6,2,4.688054294,0.192815887,1544.627625
5136,VIPZAX_clean,9.63e-09,1.66e-09,6,2,5.94188499,0.070102494,1446.294836
5137,VIQFIL_clean,9.49e-08,2.97e-08,6,2,4.501896811,0.006256641,2730.162848
5138,VIQQUJ_clean,4.6e-08,7.53e-09,6,2,8.077577197,0.31781507,1175.068204
5139,VIRKIQ_clean,4.25e-08,1.39e-08,6,2,7.73680491,0.053354942,1534.308933
5140,VIRPOC_clean,6.69e-08,1.33e-08,6,2,1.920911827,0.26750073,1314.14005
5141,VIRQES_clean,3.32e-08,1.57e-08,6,2,3.643121164,0.017476643,1940.113186
5142,VIRXIF_clean,2.75e-08,9.71e-09,6,2,4.620420365,0.212226205,1419.006669
5143,VIVXOP_clean,3.28e-08,5.25e-09,6,2,6.321323018,0.427284607,1071.422854
5144,VIWHUG_clean,3.93e-08,9.05e-09,6,2,3.614495368,0.415940866,1378.950922
5145,VIWKOD_clean,5.27e-08,1.23e-08,6,2,8.984534079,0.036186284,1382.049913
5146,VIWLOE_clean,2.83e-08,8.38e-09,6,2,7.898390755,0.054507405,1580.065763
5147,VIWMIZ_clean,6.81e-08,1.41e-08,6,2,1.915107433,0.515110005,901.7296787
5148,VIWMOF_clean,8.39e-08,1.83e-08,6,2,1.912881374,0.537548375,869.7116983
5149,VIWZOR_clean,4.19e-08,2.71e-09,6,2,8.888554397,0.732280326,1412.819721
5150,VIXCUB_clean,1.08e-07,1.59e-08,6,2,4.47793151,0.344218972,1094.607376
5151,VIXGAM_clean,1.63e-08,7.04e-10,6,2,5.394711141,0.0207372,1931.102902
5152,VIXGAM01_clean,1.68e-08,6.74e-10,6,2,5.373654672,0.023971293,1932.355792
5153,VIXGEQ_clean,2.04e-08,9.49e-10,6,2,5.558877284,0.015425138,1939.225618
5154,VIXPUP_clean,1.13e-07,6.19e-09,6,2,12.89792851,1.63278627,719.0694773
5155,VIXPUP01_clean,1.2e-07,6.13e-09,6,2,10.92981791,1.381509974,690.6908486
5156,VIXWEF_clean,1.1e-07,5.97e-09,6,2,8.35965785,1.08251728,859.2732307
5157,VIYSON_clean,4.03e-08,5.04e-09,6,2,6.977320786,1.053792584,1314.662656
5158,VIYTAA_clean,4.29e-08,5.69e-09,6,2,7.0849935,0.999876154,1311.159321
5159,VIYVIK_clean,3.91e-08,4.98e-09,6,2,7.001246248,1.056845355,1322.839057
5160,VIZSOO_clean,1.09e-07,2.58e-08,6,2,2.61750968,0.470430193,761.1494661
5161,VIZSUU_clean,1.69e-07,3.93e-08,6,2,1.438112641,0.357296662,749.9269474
5162,VIZTIJ_clean,9.55e-08,2.27e-08,6,2,0.929917825,0.216281822,1313.335229
5163,VOBKAA_clean,2.36e-08,5.76e-09,6,2,11.4616795,0.092900205,1267.227699
5164,VOBRUB_clean,3.06e-08,8.48e-09,6,2,7.869918678,0.189440681,1251.991903
5165,VOCQAF_clean,4.04e-08,4.84e-09,6,2,5.455414349,0.330364759,1256.342435
5166,VOCQEJ_clean,3.91e-08,4.49e-09,6,2,5.376748387,0.328891184,1261.989458
5167,VOFFED_clean,2.78e-08,6.7e-09,6,2,2.331594055,0.072260657,1203.501877
5168,VOGPEO_clean,6.93e-08,5.91e-09,6,2,14.91104229,1.51023663,767.122481
5169,VOGTIV_clean_h,1.07e-07,3.57e-08,6,2,13.92967592,0.057796892,914.8702824
5170,VOJGOS_clean,7.91e-08,8.93e-09,6,2,12.06950001,1.189296876,976.2291812
5171,VOLPET_clean,8.23e-08,1.07e-08,6,2,11.38304818,0.829228493,742.0259448
5172,VOLQOD_clean,5.75e-08,1.05e-08,6,2,7.274191629,0.761203159,702.9489237
5173,VOLRAQ01_clean,4.35e-08,9.19e-09,6,2,18.43009497,4.565332901,561.4056381
5174,VONCIM_clean,2.25e-08,7.32e-09,6,2,2.202137805,0.109934045,1435.984815
5175,VONCOS_clean,2.7e-08,7.49e-09,6,2,2.142858437,0.128961147,1242.418692
5176,VONDEJ_clean,6.79e-08,3.49e-09,6,2,3.053218347,0.973636929,1606.086606
5177,VONDIN_clean,3.63e-08,3.12e-09,6,2,3.246528472,1.202842228,1663.917408
5178,VONDOT_clean,5.6e-08,3.56e-09,6,2,3.396870181,1.098811031,1467.278418
5179,VOPCEK_clean,7.66e-08,1.49e-08,6,2,7.901510749,1.396861696,1323.751254
5180,VOPCIO_clean,7.37e-08,1.53e-08,6,2,9.715118294,0.462844668,1076.962024
5181,VOQXIK_clean,9.03e-08,1.25e-08,6,2,16.96196937,0.800654108,724.9373783
5182,VORHER_clean,4.4e-08,4.46e-09,6,2,10.6863293,0.531713249,1054.124
5183,VOSTUU_clean,3.52e-08,9.95e-09,6,2,2.408052409,0.40398632,816.815515
5184,VOSVEG_clean,2.29e-08,6.79e-09,6,2,3.756462143,0.449496155,1000.915182
5185,VOSWIL_clean,6.72e-08,1.57e-08,6,2,7.856497858,0.129303697,1377.625152
5186,VOTKEW_clean,4.75e-08,8.5e-09,6,2,4.222988867,1.218305424,1341.173229
5187,VOXQOQ_clean,2.3e-08,4.39e-09,6,2,2.965088305,0.211012598,1213.060947
5188,VOXTUZ_clean,4.83e-08,6.03e-09,6,2,8.623749964,2.635954243,1373.75439
5189,VOXVAH_clean,5.42e-08,5.95e-09,6,2,11.02360923,1.061989554,1321.639175
5190,VOXVEL_clean,2.35e-08,5.52e-09,6,2,8.709587485,0.157820091,1354.317762
5191,VOXYUE_clean,2.55e-08,5.98e-09,6,2,4.007194303,0.047917755,1973.303677
5192,VOZVAJ01_clean,6.7e-08,1.57e-08,6,2,0.956953052,0.204619683,1411.266936
5193,VOZVEN01_clean,7.66e-08,1.81e-08,6,2,1.15936764,0.262999749,1897.349431
5194,VOZVIR01_clean,9.53e-08,2.26e-08,6,2,0.850492832,0.206245075,1346.116166
5195,VUCTUK_clean,3.84e-08,1.76e-08,6,2,3.757686417,0.017469707,1925.232329
5196,VUDQOB_clean,4.02e-08,1.07e-08,6,2,7.720982848,0.217997933,1492.277861
5197,VUFBEE_clean,5.23e-08,4.92e-09,6,2,7.490683224,0.274728696,1644.683793
5198,VUGXAY_clean,4.13e-08,9.38e-09,6,2,7.90453069,1.3444793,1059.387948
5199,VUGYED_clean,3.92e-08,9.97e-09,6,2,7.818539452,1.486907416,1108.399395
5200,VUGYIH_clean,4.7e-08,9.91e-09,6,2,7.839887532,1.460348909,1115.834006
5201,VUHJAK_clean,9.79e-09,7.27e-09,6,2,3.377570545,0.433755028,1916.153056
5202,VUHMOC_clean,7.02e-08,1.77e-08,6,2,1.274438837,0.293353272,2144.386212
5203,VUHMUI_clean,8.32e-08,1.86e-08,6,2,1.176096926,0.269001135,1844.315497
5204,VUHNAP_clean,8.24e-08,2e-08,6,2,1.038797081,0.237573664,1765.643596
5205,VUHNET_clean,7.78e-08,1.84e-08,6,2,0.966940425,0.233542972,1269.275205
5206,VUHNIX_clean,9.02e-08,2.08e-08,6,2,1.206663025,0.281217607,1825.937555
5207,VUHNUJ_clean,7.73e-08,1.85e-08,6,2,1.221992315,0.277171799,1937.166065
5208,VUHPAR_clean,8.1e-08,1.86e-08,6,2,1.357544695,0.312796164,2089.713392
5209,VUHPOF_clean,8.39e-08,1.95e-08,6,2,1.365564634,0.316873398,2141.012805
5210,VUHPUL_clean,6.37e-08,1.62e-08,6,2,1.37388268,0.324975014,2415.244856
5211,VUJBEI_clean,1.15e-07,4.14e-09,6,2,9.805407583,2.273792893,562.644895
5212,VUJBIM_clean,1.13e-07,4.38e-09,6,2,10.05053871,2.322355853,560.7383258
5213,VUKROK_clean,6.44e-08,1.53e-08,6,2,6.03055254,0.277501303,696.2422744
5214,VUKRUQ_clean,5.94e-08,1.28e-08,6,2,6.849860687,0.236000595,854.5265138
5215,VUKSAX_clean,6.35e-08,1.67e-08,6,2,5.762292968,0.288651704,664.6174345
5216,VUKSIF_clean,2.33e-08,1.79e-10,6,2,11.27283102,1.355696481,1255.659889
5217,VUKSOL_clean,4.05e-08,1.69e-09,6,2,15.40550637,1.913898745,1079.301873
5218,VUKYOR_clean,8.82e-08,2.34e-08,6,2,1.465472487,0.326378691,1688.275546
5219,VUKYUX_clean,8.28e-08,1.6e-08,6,2,4.707848205,0.308144599,1161.410282
5220,VULFIT_clean,2.91e-08,9.6e-10,6,2,6.455980402,1.271301725,1512.700375
5221,VULFOZ_clean,3.1e-08,9.39e-10,6,2,6.449924425,1.249380873,1522.740957
5222,VULKIX_clean,5.94e-08,7.4e-09,6,2,7.684431712,1.555402826,1358.930347
5223,VULKOD_clean,1.4e-08,2.03e-09,6,2,5.05873691,1.195833632,1395.143397
5224,VUMBIQ_clean,9.6e-09,1.37e-09,6,2,2.500545694,0.360764811,1552.235473
5225,VUMBOW_clean,3.17e-08,9.63e-09,6,2,1.794965223,0.102552616,1587.282072
5226,VUMCEM_clean,1.78e-08,4.61e-09,6,2,3.721975085,0.819200532,1016.712427
5227,VUNHAO_clean,1.21e-07,2.4e-08,6,2,1.442832126,0.333219884,601.090737
5228,VUNNEZ_clean,5.46e-08,3.75e-08,6,2,5.519580796,0.014825655,1418.477072
5229,VUQJUN_clean,5.16e-08,6.31e-09,6,2,9.816526966,1.114297707,790.5821984
5230,VUQJUN01_clean,4.93e-08,6.46e-09,6,2,9.849936945,1.125439661,790.5821984
5231,VUQKAU_clean,3.09e-08,8.71e-09,6,2,11.21336278,1.879095,1007.269187
5232,VUQKAU01_clean,2.59e-08,7.82e-09,6,2,10.63701952,2.094095921,1046.244597
5233,VUQKAU02_clean,2.7e-08,8.34e-09,6,2,10.82507709,2.001485907,1032.990918
5234,VUQKOI_clean,3.5e-08,9.64e-09,6,2,1.724577432,0.253891248,1358.441019
5235,VUQKUO_clean,1.89e-08,2.4e-09,6,2,2.140982029,0.30428125,1304.64146
5236,VURLIF_clean,6.93e-08,2.78e-09,6,2,16.57984864,2.412403497,953.614588
5237,VURNED_clean,7.04e-08,1.06e-08,6,2,13.46555889,0.549464315,968.4745356
5238,VURNED01_clean,6.38e-08,9.76e-09,6,2,13.11959588,0.54516232,987.9465262
5239,VURNED02_clean,6.38e-08,9.68e-09,6,2,13.06872638,0.527577122,983.7629869
5240,VURNED03_clean,6.72e-08,1.03e-08,6,2,13.03091757,0.5271003,980.965555
5241,VURYIR_clean,1.11e-08,2.22e-09,6,2,2.93930012,0.020776755,1581.952658
5242,VURYOX_clean,3.14e-08,7.99e-09,6,2,4.123776272,0.04343405,1340.692711
5243,VUSKAW_clean,1.03e-07,1.69e-08,6,2,8.371267986,0.574032727,594.7314822
5244,VUSKEA_clean,1.05e-07,1.69e-08,6,2,8.280632522,0.572831397,594.7314822
5245,VUZNOV_clean,9.08e-08,1.98e-08,6,2,2.77982185,0.582078177,714.7359384
5246,WABTOK_clean,2.32e-08,1.3e-08,6,2,3.153751381,0.018614118,1782.731139
5247,WABVIF_clean,8.05e-08,1.66e-09,6,2,12.73316449,0.398979738,1190.951625
5248,WABVIF01_clean,7.83e-08,1.66e-09,6,2,12.5118278,0.401283658,1227.508096
5249,WABVIF02_clean,7.05e-08,1.71e-09,6,2,12.30044735,0.421118087,1280.316804
5250,WABVIF03_clean,6.7e-08,1.12e-09,6,2,12.17963339,0.418375798,1307.240774
5251,WABVIF04_clean,8.02e-08,1.83e-09,6,2,12.76230256,0.388078675,1182.538903
5252,WABVOL_clean,1.4e-08,3.17e-10,6,2,7.902681936,2.847107381,1491.236245
5253,WABVUR_clean,1.8e-08,3.24e-10,6,2,12.69049204,3.38126594,1268.431072
5254,WABWAY_clean,1.97e-08,3.38e-10,6,2,12.11308911,3.093629173,1298.632651
5255,WABWEC_clean,1.74e-08,3.57e-10,6,2,13.05373006,3.278362601,1193.012257
5256,WACLEU_clean,3.27e-08,7.57e-09,6,2,9.590344719,0.166954734,1155.005
5257,WAFKAQ_clean,5.67e-08,8.78e-09,6,2,10.58355572,0.526796897,911.4917678
5258,WAFKIY_clean,7.23e-08,1.02e-08,6,2,12.84947512,0.591793399,976.7654535
5259,WAGPOM_clean,1.08e-08,3.59e-09,6,2,7.145510728,0.327502644,1428.585435
5260,WAGQAY_clean,2.16e-07,3.41e-08,6,2,6.078851274,1.088711862,391.6872054
5261,WAHDIT_clean,1.88e-08,4.83e-09,6,2,1.467673697,0.009365779,1602.971675
5262,WAHFUJ01_clean,1.37e-08,3.51e-09,6,2,5.539604789,0.360768109,1294.216454
5263,WAHGIY_clean,1.72e-08,5.37e-09,6,2,3.741952416,0.282000644,1287.357557
5264,WAHKUO_clean,1.31e-07,2.91e-08,6,2,2.207575902,0.50702996,580.9629402
5265,WAHNEB_clean,1.2e-07,2.8e-08,6,2,2.407386751,0.55267832,495.1102614
5266,WAHNIF_clean,1.28e-07,2.8e-08,6,2,2.193391135,0.500592518,608.0696964
5267,WAHNOL_clean,1.25e-07,3.22e-08,6,2,2.434439802,0.554144432,498.6024992
5268,WAHROP_clean,3.41e-08,8.36e-09,6,2,4.957440769,0.521141653,1043.736709
5269,WAJHOG_clean,2.97e-08,9.98e-09,6,2,10.17391323,0.095671805,1244.411625
5270,WAKTOS_clean,2.99e-08,1.18e-08,6,2,1.242755154,0.006294037,2831.879984
5271,WALKAY_clean,6.54e-09,3.33e-09,6,2,6.470623192,0.166943822,1166.241895
5272,WAMREJ_clean,1.24e-07,2.75e-08,6,2,8.348867339,1.051267121,575.1898897
5273,WAMRIN_clean,6.46e-08,9.85e-09,6,2,14.26161862,0.317485149,949.0077645
5274,WAMRIN01_clean,7.85e-08,9.57e-09,6,2,14.64564969,0.352821545,942.6354835
5275,WAMRIN02_clean,6.3e-08,8.75e-09,6,2,13.66112684,0.299568811,963.7239763
5276,WANHAX_clean,3.81e-08,4.94e-09,6,2,9.671259418,1.572072346,1108.11796
5277,WANHEB_clean,6.56e-08,4.54e-09,6,2,12.65589601,1.908483282,837.749833
5278,WANHIF_clean,9.92e-08,6.65e-09,6,2,12.50161684,1.8545669,742.901135
5279,WANHOL_clean,6.37e-08,5.78e-09,6,2,11.62766631,1.735251373,842.4171313
5280,WANHUR_clean,5.83e-08,5.27e-09,6,2,13.31841733,2.0111681,826.6863437
5281,WANJIF_clean,1.54e-08,6.75e-09,6,2,6.023952368,0.13917574,1305.072219
5282,WANNEH_clean,1.44e-08,3.1e-09,6,2,3.476913686,0.681107293,1393.248452
5283,WANNIL_clean,1.03e-08,2.59e-09,6,2,3.35181639,0.615648363,1409.258389
5284,WAPSUE_clean,1.52e-08,5.74e-09,6,2,6.474031273,0.331661771,3097.463792
5285,WAQFIG_clean,1.32e-07,1.12e-08,6,2,9.990286024,1.417687788,665.057328
5286,WAQKUX_clean,8.28e-08,3.45e-09,6,2,11.27074983,2.231679193,695.8000419
5287,WAQTEQ_clean,1.29e-07,1.48e-08,6,2,7.408750425,0.631739767,794.9467056
5288,WARFAZ_clean,3.92e-08,6.65e-09,6,2,3.531313157,0.222966001,1280.883819
5289,WARJAC_clean,5.55e-08,1.01e-08,6,2,7.734418036,0.125862084,1201.557042
5290,WARXUL_clean,8.73e-08,4.19e-09,6,2,12.84793708,1.862379228,735.5494265
5291,WASMUB_clean,2.86e-08,8.19e-09,6,2,4.024978568,1.116551895,1246.455268
5292,WASMUB01_clean,2.81e-08,7.8e-09,6,2,4.014797672,1.142042446,1234.749791
5293,WASMUB02_clean,3.35e-08,9.61e-09,6,2,3.672962168,0.992867172,1250.117497
5294,WASNIO_clean,2.85e-08,2.24e-09,6,2,4.076404805,0.285411324,1315.767545
5295,WASPAK_clean,4.87e-08,1.33e-08,6,2,2.496452258,0.46139524,931.0419387
5296,WAVQUH_clean,1.97e-08,6.04e-09,6,2,10.00651153,0.25914029,1016.500326
5297,WAWGOQ_clean,7.89e-08,1.48e-08,6,2,6.143207181,0.943857309,692.8376914
5298,WAYMAM_clean,8.79e-08,1.82e-08,6,2,14.59633937,0.133027192,1026.580824
5299,WAYMEQ_SL,1.22e-07,3.73e-08,6,2,10.02046646,0.132011238,979.7640007
5300,WAYMIU_manual,1.43e-07,3.81e-08,6,2,10.66701179,0.129554535,980.4658782
5301,WAYMOA_manual,1.22e-07,3.68e-08,6,2,10.03570923,0.140740842,955.1583991
5302,WEBKOD_clean,3.42e-08,1.05e-08,6,2,5.758349917,0.16941418,1275.86721
5303,WEBREC_clean,2.33e-08,4.93e-09,6,2,5.193372195,0.288530483,1222.149733
5304,WECBEN_clean,8.12e-08,7.31e-09,6,2,21.73916022,0.978593723,992.2166936
5305,WECBOX_clean,2.14e-08,6.2e-09,6,2,5.927882604,0.050473942,1527.341641
5306,WECFAN_clean,3.02e-08,4.74e-09,6,2,4.010278758,0.150161094,1203.674288
5307,WECFAN01_clean,1.37e-08,3.04e-09,6,2,3.430704011,0.100298051,1323.357115
5308,WECJIZ_clean,1.28e-08,2.85e-09,6,2,3.714880338,0.550281039,1010.892944
5309,WEDQED_clean,1.33e-08,3.35e-09,6,2,4.471433875,0.239902276,1299.991494
5310,WEFCAN_clean,6.13e-08,1.16e-08,6,2,6.310890781,0.780868598,826.4401587
5311,WEFXEM_clean,2.55e-08,8.38e-09,6,2,5.733455882,0.206024169,1074.95838
5312,WEGKIE_clean,5.85e-08,3.6e-09,6,2,13.22481021,0.759973298,1149.397199
5313,WEHHEY_clean,6.34e-08,3.98e-09,6,2,14.32827403,1.305868262,819.960477
5314,WEHHIC_clean,6.3e-08,4.21e-09,6,2,14.17407897,1.418963359,812.8683006
5315,WEHHOI_clean,6.16e-08,3.83e-09,6,2,14.28043824,1.387547446,816.3856351
5316,WEHHUO_clean,6.19e-08,3.56e-09,6,2,14.13935638,1.449906321,808.7956851
5317,WEHJAW_clean,7.09e-08,3.77e-09,6,2,14.0266949,1.202589145,813.5209658
5318,WEHJEA_clean,9.7e-08,9.92e-09,6,2,12.69077084,0.800027455,733.6208068
5319,WEHJIE_clean,7.94e-08,7.19e-09,6,2,13.32223368,0.898903673,808.740849
5320,WEHJOK_clean,9.99e-08,8.93e-09,6,2,12.87473471,0.795401437,778.4347166
5321,WEHJUQ_clean,1.11e-07,9.82e-09,6,2,9.257126173,0.720849619,700.8453043
5322,WELTIR_clean,4.41e-08,7.03e-09,6,2,2.702235817,0.076189734,2019.971595
5323,WEMBUN_clean,8.94e-08,3.72e-09,6,2,11.68241544,0.391531205,1707.779077
5324,WEMCAU_clean,8.5e-08,4.18e-09,6,2,11.74108917,0.526830227,1754.757513
5325,WEMFOL_clean,8.87e-08,4.24e-09,6,2,11.7560304,0.370769869,1685.600867
5326,WEMNAF_clean,1.8e-08,3.67e-09,6,2,5.475652905,0.535683062,1418.369219
5327,WEMYEU_clean,2.32e-08,6.63e-09,6,2,3.158819344,0.279493933,1104.970291
5328,WENDIE_clean,3.41e-08,6.51e-09,6,2,4.665734467,0.457459808,1409.774345
5329,WENLEI_clean,1.86e-08,7.37e-09,6,2,4.500641252,0.02945611,1597.016261
5330,WERHIK_clean,1.82e-08,3.39e-09,6,2,1.863302191,0.4724897,1671.444787
5331,WESYAV_clean,8.01e-08,2.65e-08,6,2,3.401249625,0.44381988,1398.757079
5332,WETPES_clean,7.35e-08,6.25e-09,6,2,10.31407564,2.34471642,739.1696856
5333,WEXSEZ_clean,3.88e-08,8.63e-09,6,2,11.35345578,0.72528544,1020.12916
5334,WEXTAV_clean,1.71e-08,5.2e-09,6,2,3.123905836,0.069913032,1406.48589
5335,WEYQAU01_clean,4.9e-08,8.73e-09,6,2,11.58433274,0.339130411,1137.861642
5336,WEYQAU02_clean,4.78e-08,7.1e-09,6,2,11.54522961,0.399651882,1140.617925
5337,WEYQAU03_clean,4.97e-08,8.14e-09,6,2,11.72197574,0.404223125,1125.156169
5338,WEYQAU04_clean,5.02e-08,7.28e-09,6,2,11.4544149,0.374843943,1153.35888
5339,WEYQAU05_clean,5.17e-08,7.61e-09,6,2,11.49260466,0.394275702,1147.350122
5340,WEYQAU06_clean,4.85e-08,7.49e-09,6,2,11.57791797,0.394377064,1138.674821
5341,WEYQAU07_clean,4.96e-08,7.72e-09,6,2,11.68308241,0.415842033,1131.116913
5342,WEYQAU08_clean,4.96e-08,8.58e-09,6,2,11.73339987,0.402168053,1127.589441
5343,WEYQAU09_clean,5.15e-08,7.81e-09,6,2,11.77442976,0.42658048,1122.515325
5344,WEYQAU10_clean,4.87e-08,9.62e-09,6,2,11.99984355,0.369075741,1103.913291
5345,WEYQAU12_clean,4.84e-08,6.08e-09,6,2,11.29892307,0.35458141,1186.142927
5346,WIBSAD_clean,5.75e-08,1.39e-08,6,2,1.196817112,0.249378846,927.1405431
5347,WICGEV_clean,1.15e-08,1.63e-09,6,2,5.044441972,0.021817601,1611.949168
5348,WIDQEG_clean,1.02e-07,2.52e-08,6,2,14.7433573,0.128340018,1012.179432
5349,WIDZUG_clean,1.39e-08,2.12e-09,6,2,3.632984681,0.20802068,1380.494423
5350,WIFBAQ_clean,3.32e-08,5.35e-09,6,2,3.998603031,0.754026022,1272.586917
5351,WIHDUN_clean,4.4e-08,1.71e-08,6,2,9.404969998,0.09054615,1232.208422
5352,WIHVAL_clean,1e-08,1.78e-09,6,2,5.058309497,0.021325811,1611.867369
5353,WIHVEP_clean,1.15e-08,2.02e-09,6,2,4.950015064,0.021774489,1609.922922
5354,WIHWAN_clean,6.33e-08,1.48e-08,6,2,5.406295871,0.657033746,781.1856648
5355,WIJDAV_clean,6.53e-08,1.38e-08,6,2,6.857433537,0.107640054,1447.242964
5356,WIJXEU_clean,9.29e-08,1.95e-08,6,2,5.903609773,0.395692037,728.468756
5357,WIJXIY_clean,1.28e-07,2.14e-08,6,2,6.413314565,0.860304739,475.1146581
5358,WIKGII_clean,5.15e-08,1.33e-08,6,2,3.866920484,0.196571574,1177.345275
5359,WIKXAQ_clean,7.52e-08,1.47e-08,6,2,1.202421986,0.191967707,877.1852133
5360,WIKYAQ_clean,1.65e-08,3.87e-09,6,2,2.037379035,0.08181629,1176.262387
5361,WILGUV_clean,1.18e-08,1.03e-09,6,2,4.01633758,0.929744815,1225.489517
5362,WILHIK_clean,1.79e-08,4.12e-09,6,2,5.214180573,0.860804249,1343.464569
5363,WILNEL01_clean,6.13e-09,8.98e-10,6,2,2.477295694,0.360329791,1104.90293
5364,WILRAK_clean,1.3e-07,2.73e-08,6,2,0.666673799,0.148003949,1130.554025
5365,WILREO_clean,1.32e-07,2.9e-08,6,2,0.665108416,0.149399649,1108.959842
5366,WILRIS_clean,1.14e-07,2.47e-08,6,2,0.596117113,0.14860567,1066.458209
5367,WIMWEW_clean,1.71e-08,4.62e-09,6,2,10.88988581,0.669374694,1146.317334
5368,WIMWIA_clean,1.59e-08,4.47e-09,6,2,10.39495928,0.854918601,1188.687021
5369,WINCEC_clean,5.04e-08,1.79e-08,6,2,9.472676317,0.090099224,1222.785913
5370,WIPPIW_clean,3.15e-08,4.93e-09,6,2,9.447702805,0.907338912,1105.603322
5371,WIPZEC_clean,3.22e-08,8.42e-09,6,2,6.439985002,0.408760625,1092.992763
5372,WIRKOZ_clean,5.59e-08,1.07e-08,6,2,3.963061208,0.432533866,742.8772692
5373,WIRMOB_clean,2e-08,4.84e-09,6,2,5.662123325,0.784112431,923.5243396
5374,WIRMUH_clean,2.9e-08,8.56e-09,6,2,4.629290583,0.289433235,1391.281326
5375,WIRNAO_clean,3.66e-08,1.39e-08,6,2,4.510861214,0.282618035,1427.56068
5376,WISKOA_clean,9.02e-09,1.47e-09,6,2,5.802584885,1.266495048,1244.819456
5377,WISTID_clean,1.21e-08,3.05e-09,6,2,6.026095164,0.098496309,1517.432148
5378,WISVEB_clean,1.27e-07,1.54e-08,6,2,8.947347911,0.668720637,828.7980874
5379,WITJOA_clean,3.55e-08,7.65e-09,6,2,11.33166473,0.492713285,1032.974679
5380,WITJUG_clean,4.38e-08,1.2e-08,6,2,11.99216809,0.481366865,1023.652024
5381,WITKIV_clean,9.1e-08,1.34e-08,6,2,6.54552041,1.242906521,586.966228
5382,WIVRIE_clean,5.48e-08,1.31e-08,6,2,8.276401303,0.245878569,1160.04755
5383,WIVVII_clean,3.12e-09,1.84e-09,6,2,5.404331337,1.997793292,1375.552522
5384,WIWKIX_clean,3.29e-08,7.09e-09,6,2,3.457995089,0.649779242,1158.481735
5385,WIWQUO_clean,1.05e-07,2.23e-08,6,2,0.510418504,0.128902483,1513.096091
5386,WIYFAM_clean,4.86e-08,9.8e-09,6,2,3.888207018,0.412737793,794.1928768
5387,WIYZOU_clean,7.27e-08,4.52e-09,6,2,11.15932479,0.216316108,1329.194098
5388,WIZDEP_clean,8.63e-08,3.26e-08,6,2,10.48951133,0.03932132,1290.383628
5389,WIZKOH_clean,7.68e-08,4.26e-09,6,2,11.28361658,2.13198883,908.3551712
5390,WIZMAV02_auto,1.22e-08,4.86e-09,6,2,12.64228693,0.877878016,733.1582881
5391,WOBFOK_clean,4.1e-08,1.47e-08,6,2,4.418927158,0.01167159,1728.078316
5392,WOBHEB_clean,8.48e-08,2.46e-08,6,2,10.60427787,0.049604331,1219.233201
5393,WOBHEB01_clean,6.58e-08,2.75e-08,6,2,10.40715148,0.040374585,1228.256775
5394,WOBHOL_clean,1.08e-07,3.06e-08,6,2,11.08428113,0.054089256,1215.912532
5395,WOBHOM_clean,6.82e-08,1.33e-08,6,2,11.51792242,0.46149123,1062.471168
5396,WOBQEL_clean,6.34e-08,1.38e-08,6,2,8.880895103,1.564124983,1040.415137
5397,WOCWAN_clean,2.24e-08,6.63e-09,6,2,4.617146096,0.115860736,1368.174989
5398,WODFOL_clean,8.44e-09,3.11e-09,6,2,3.632611666,0.171727258,1508.426716
5399,WODREO_clean,1.65e-08,3.31e-09,6,2,7.516362282,1.019290028,1119.619683
5400,WODROY_clean,3.26e-09,1.5e-09,6,2,4.387959348,0.061846043,1648.740247
5401,WODVOB_clean,7.09e-08,7.01e-09,6,2,10.78322431,1.250728579,976.9831984
5402,WOFWET_clean,7.84e-08,1.5e-08,6,2,0.687678384,0.150413641,1229.205935
5403,WOHBIF_clean,3.88e-09,2.17e-09,6,2,2.61822028,0.061945359,1495.748535
5404,WOHDON_clean,8.55e-08,1.32e-08,6,2,11.21362645,0.140117377,1428.985703
5405,WOHQAN_clean,5.54e-08,1.21e-08,6,2,4.279678821,0.236131051,1526.313701
5406,WOHSIV_clean,8.71e-09,1.64e-09,6,2,0.716375033,0.048198576,1451.992602
5407,WOHSOB_clean,1.18e-08,1.97e-09,6,2,0.808983783,0.045510924,1448.01856
5408,WOJJOV_SL,1.03e-08,4.98e-09,6,2,5.142841958,0.190652358,1165.332868
5409,WOJZAY_clean,5.43e-08,7.25e-09,6,2,10.35795184,0.893497628,1175.143107
5410,WOLREV_clean,1.31e-07,3.03e-08,6,2,2.083536999,0.494301994,624.7047692
5411,WOLRIZ_clean,9.23e-08,2.14e-08,6,2,1.674579621,0.356587018,928.5602813
