,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
3297,nchem.2258-s3_clean,8.16e-08,1.28e-08,6,2,7.322811994,1.272854928,548.2088165,7.27949990865138e-09,5.954477172523289e-10,1605772.0386730984,131348.76115860193,0.4491424533310524,0.9510317059948978
3298,ncomms11831_ncomms11831-s2_clean,9e-09,1.96e-09,6,2,2.772678563,0.180130478,1570.401541,8.70843737606573e-10,3.696261821701617e-11,192097.88329556756,8153.518724341803,0.7289972600613781,0.9843158358982244
3299,ncomms11831_ncomms11831-s3_clean,1.87e-08,1.31e-08,6,2,2.424542802,0.150948336,1560.669575,1.5724248988368072e-09,2.057402818424141e-10,346858.43356694275,45383.88570053252,0.7137152441782737,0.9518819079212837
3300,ncomms7350-s2_clean,5.01e-08,1.22e-08,6,2,0.860116166,0.210983166,1524.334397,1.4596965184045122e-09,2.615752363256989e-10,321991.87905981886,57700.4197777277,0.7185684795801741,0.936198171502424
3301,NEBNOZ_clean,4.5e-08,1.11e-08,6,2,5.416798436,0.368908459,1138.764762,6.168459181773512e-09,3.1087396559956213e-10,1360689.525391216,68575.13947049165,0.5137519433305343,0.9719951688315225
3302,NEDVUP_clean,5.12e-08,9.31e-09,6,2,9.891602776,0.404112295,883.1728717,9.939621238779008e-09,2.2151656397065472e-10,2192563.5085541927,48863.94793470325,0.2535665379835958,0.9805293575921659
3303,NEDWAW_clean,6.47e-08,1.37e-08,6,2,10.01274496,0.324890953,756.1794285,1.0886036332744842e-08,2.243839477167825e-10,2401331.543987833,49496.45905517261,0.19701198744868573,0.9797670805628751
3304,NEDWEA_clean,6.99e-08,1.2e-08,6,2,9.505215563,0.417718358,857.3057751,1.2657921024034397e-08,2.864898885429515e-10,2792188.4611840583,63196.29894329813,0.11974526332691227,0.9727486512200413
3305,NEDWIE_clean,1.09e-07,1.81e-08,6,2,6.769582106,0.365541458,682.7947942,1.1196081352813415e-08,3.0117169753459137e-10,2469723.8278264888,66434.93327968927,0.18005614778007153,0.9728598470554427
3306,NEDXOL_clean,1.53e-08,5.43e-09,6,2,3.194162571,0.34772418,1198.680837,1.30178569780092e-09,1.50885332628169e-10,287158.6098090265,33283.529256213755,0.7200969014954682,0.9577018271628555
3307,NEFZOO_clean,7.95e-08,1.64e-08,6,2,5.059420787,1.393413077,1174.561675,1.0498596432258417e-08,1.7894035601389061e-09,2315866.860057004,394721.37356005283,0.2073116598069342,0.8699959045844782
3308,NEGZUW_clean,1.87e-08,4.29e-09,6,2,10.24399336,0.948720744,1406.005656,5.985293459961922e-09,3.8149732536015904e-10,1320285.3220504238,84153.82177062331,0.5272071156579825,0.9656802839603232
3309,NEHGEO_clean,6.41e-08,4.47e-09,6,2,6.323209777,0.734143704,1336.495228,1.203789409546402e-08,2.9239150800454885e-10,2655417.8151758867,64498.1267657093,0.1419045619868906,0.9728302678925087
3310,NEHGIS_clean,5.15e-08,3.65e-09,6,2,6.390561212,0.793863379,1344.471247,9.832981750865884e-09,2.597161118638625e-10,2169040.092102769,57290.31879349908,0.2606230758444745,0.977354492355116
3311,NEHMET_clean,5.6e-08,1.03e-08,6,2,9.747065077,0.340408909,1334.014108,1.618116555914396e-08,3.118223971384899e-10,3569374.7556935204,68784.35230996102,0.06114913054104461,0.9667529446973312
3312,NEHMUJ_clean,5.92e-09,2.75e-09,6,2,1.57212858,0.313017613,1332.699073,2.756318191804581e-10,7.6479018490925e-11,60801.13658392457,16870.371725939338,0.7452650360703497,0.9107852468426548
3313,NEHZIK_clean,6.17e-08,1.04e-08,6,2,4.242807068,0.165728577,1201.536702,6.989771444496058e-09,1.3806275103277494e-10,1541861.348050601,30455.01861017094,0.45583382825376184,0.9876505125569679
3314,NEJRUR_clean,3.17e-08,4.41e-09,6,2,7.005863089,0.494048242,1239.388272,6.1166802258554235e-09,1.8002137349948324e-10,1349267.6968798728,39710.597095474244,0.5126721849074289,0.9833537539108008
3315,NEJSAY_clean,2.64e-08,4.34e-09,6,2,7.430460852,0.495640393,1240.325388,5.406831020375084e-09,1.7786921829079312e-10,1192683.3133180332,39235.85697591025,0.5537603576354115,0.9826734343010071
3316,NEJSEC_clean,1.96e-08,2.72e-09,6,2,6.301787789,0.639099195,1242.540067,3.4104974867255836e-09,1.4399795265892355e-10,752315.6220718198,31764.254262997845,0.6477876300165698,0.9813721365935191
3317,NEJSOM_clean,3.9e-08,6.49e-09,6,2,7.815320748,0.866861451,1120.50707,7.58950586545813e-09,4.2025968371787816e-10,1674155.705615764,92704.34199659077,0.422350627813775,0.9646636850821142
3318,NEKBEL_clean,2.6e-08,5.29e-09,6,2,0.492079343,0.055337286,1601.24197,4.5525312246938383e-10,3.124922372344695e-11,100423.48289765819,6893.211115466239,0.7396820240171716,0.9755884232542393
3319,NEKMUN_clean,1.14e-08,5.82e-09,6,2,8.262730913,0.37192321,1306.151556,2.7340693058354768e-09,1.8848577482815776e-10,603103.5233460611,41577.74444738774,0.6750772428306931,0.9716215647284847
3320,NELVAC_clean,5.91e-08,3.08e-09,6,2,3.112648496,1.059208738,1653.169085,6.75806433609075e-09,3.595491674592181e-10,1490749.4859023714,79312.31635129811,0.477734768175321,0.9687685673821137
3321,NELVEG_clean,3.02e-08,4.17e-09,6,2,2.938785359,0.803985608,1930.706716,3.8078392313558645e-09,4.315283947953583e-10,839964.5363284994,95190.08708721139,0.6405713227947171,0.9512506617485631
3322,NENHAQ_clean,1.16e-07,1.93e-08,6,2,6.042670433,0.528029044,812.4859364,1.2655818454068031e-08,5.520008083088147e-10,2791724.658985595,121764.88418576795,0.11578474372677071,0.9492267386058774
3323,NEPWIQ_clean,9.59e-09,2.02e-09,6,2,4.31859119,0.357121205,2145.570753,1.9746540867597646e-09,1.0318548011351447e-10,435585.460314654,22761.502966216427,0.6983819755516215,0.9793634138096129
3324,NERMON_clean,4.06e-08,1.81e-08,6,2,2.278827534,0.008187311,1849.161834,3.801893080598448e-09,1.8268526715974636e-11,838652.8854261282,4029.8220697002876,0.6273115903145816,0.9977452511593565
3325,NERTAH_clean,1.79e-08,2.46e-09,6,2,2.016453834,0.314429842,1334.284437,1.0702302475237726e-09,6.880437053227092e-11,236080.20165965572,15177.434676236233,0.7243971639118876,0.976219951322808
3326,NERVAJ_clean,3.6e-08,7.62e-09,6,2,5.505568955,0.432573823,1012.799575,4.460830318205755e-09,2.2256017671798686e-10,984006.6878395048,49094.156628967685,0.6040369200522584,0.9762031048578005
3327,NERVEN_clean,4.57e-08,9.39e-09,6,2,4.571622257,0.382520498,1080.337865,5.015723909604965e-09,2.5869536270816353e-10,1106409.6859422717,57065.153538565486,0.5774955275111463,0.9742459083801241
3328,NETYIV_clean,1.06e-07,2.68e-08,6,2,1.725488965,0.30734225,781.0039798,3.17437905264876e-09,4.2886346313375996e-10,700230.673378403,94602.23451479999,0.6661512744451861,0.9452605206530655
3329,NETYIV01_clean,1.01e-07,2.48e-08,6,2,1.794906045,0.319044008,782.9572708,3.1541957460421745e-09,4.129990719377053e-10,695778.4733916561,91102.73645684675,0.6664253209592922,0.9468645129599264
3330,NEVJEF_clean,3.04e-08,8.14e-09,6,2,4.886728888,0.152699179,1611.885686,5.3212486603615315e-09,1.3356851160517212e-10,1173804.8515503379,29463.64226584679,0.5569753869273485,0.9867809135733787
3331,NEVPOU_clean,2.54e-08,8.72e-09,6,2,2.577142857,0.230428414,1237.380857,1.7999609737767702e-09,1.657542411454897e-10,397050.2148036993,36563.4355467992,0.7056832925355595,0.9648980659385371
3332,NEVVAM_clean,4.79e-08,1.54e-08,6,2,8.325973574,0.043266974,1420.294887,1.2587415014664942e-08,6.30905782667796e-11,2776635.664999619,13917.039323554323,0.12513955427110593,0.993836065056925
3333,NEVVAM01_clean,4.13e-08,1.42e-08,6,2,8.224577675,0.042531481,1423.417401,1.0744430849130163e-08,5.73112474712635e-11,2370095.0402493007,12642.186942190478,0.20567024379735327,0.9947301074271971
3334,NEVVAM02_clean,5.28e-08,1.5e-08,6,2,8.324250151,0.044593342,1423.989162,1.3908273276246348e-08,6.350043570535941e-11,3068001.4579955176,14007.44905265281,0.09125078067391063,0.9935004706864794
3335,NEVVEQ_clean,2.37e-08,5.6e-09,6,2,4.108558045,0.269582904,1569.113468,3.3953113815671382e-09,1.579223017526751e-10,748965.7459339276,34835.80185720774,0.6488474788661363,0.9795710260019889
3336,NEXVET_clean,1.04e-07,1.74e-08,6,2,7.321924381,0.464729645,572.2956107,9.684260872285689e-09,3.0851677375497633e-10,2136234.0159453726,68055.17068124478,0.2707377604991302,0.9733773811326085
3337,NEXVUI_clean,2.68e-08,8.68e-09,6,2,5.602236548,0.05023935,1359.168797,4.534789354075179e-09,3.9513533993703856e-11,1000321.1810459956,8716.220733905262,0.594349612835163,0.9956591949302078
3338,NEXXEV_clean,4.11e-08,7.94e-09,6,2,8.592841761,0.468614184,701.9292536,5.508831196622831e-09,1.741157329965237e-10,1215183.3521962126,38407.88227864493,0.5479599444295092,0.9831727809375568
3339,NEXXIZ_clean,5.38e-08,7.87e-09,6,2,8.641383536,0.421951037,709.271877,7.327667983122493e-09,1.570211927732487e-10,1616397.349218197,34637.02781762839,0.43363784371365327,0.9861372038124185
3340,NEYVEU_clean,1.05e-07,2.11e-08,6,2,4.96765576,0.665319873,514.1939047,5.960122729026307e-09,4.812254822104785e-10,1314732.9549322738,106152.67989937025,0.5320477716960097,0.95738489817494
3341,NEYYUN_clean,1.3e-07,2.52e-08,6,2,11.26753387,1.275251886,1063.98669,3.463346197076766e-08,2.279509735610348e-09,7639734.258257573,502833.02991404734,0.04081983150107635,0.7630395399564859
3342,NEYZAU_clean,1.3e-07,2.45e-08,6,2,12.68121555,1.51560619,942.3924717,3.4524192636049925e-08,2.332883243745936e-09,7615630.728540425,514606.59788513294,0.0406606079767528,0.7589898049329183
3343,NIBHOW_clean,2.5e-07,4.1e-08,6,2,4.670169162,1.006064379,279.5916633,7.254113132755261e-09,7.688517158380769e-10,1600172.0145783664,169599.64319957577,0.45599450189095486,0.9384577729455925
3344,NIBHUC_clean,1.37e-07,2.58e-08,6,2,5.334789325,1.069830429,449.3764421,7.298533878496751e-09,8.269013379550593e-10,1609970.7084919305,182404.7069018513,0.4545107025328901,0.9344750333057958
3345,NIBJAK_clean,3.28e-07,5.67e-08,6,2,4.287012518,1.119650842,223.4307529,6.981665389889256e-09,9.456215477178163e-10,1540073.2477696887,208592.98846716536,0.4807727143263426,0.9258756627169529
3346,NICJUG_clean,4.55e-09,2.32e-09,6,2,2.591436743,0.000826641,1725.425986,4.521013767419042e-10,2.2060228273225472e-13,99728.2448695377,48.66226824976207,0.7389688517315728,0.9998206798426863
3347,NIFTIH_clean,2.02e-08,3.22e-09,6,2,5.896718929,0.780310629,1376.148141,3.6426250578063515e-09,2.3051400861552453e-10,803520.2333396364,50848.67837107159,0.6410101477162097,0.9720403721284465
3348,NIGBOW_clean,1.38e-07,2.25e-08,6,2,11.54327101,0.506414045,664.8481739,2.3535202798949345e-08,5.050326795833437e-10,5191588.852709414,111404.26755514933,0.04842783805268925,0.9397062477398441
3349,NIGDEO_clean,9.78e-08,5.51e-09,6,2,9.597648385,2.520640922,633.5298463,1.3214728841454005e-08,5.8659506133105e-10,2915013.7150266184,129395.96941126102,0.09910978728356667,0.9451296636181634
3350,NIGDIS_clean,9.13e-08,5.08e-09,6,2,10.46963442,2.779452858,622.6759615,1.3226711504336991e-08,5.86129885497286e-10,2917656.949486101,129293.35709498955,0.09881188035153521,0.9451455833923352
3351,NIGFIT_clean,1.49e-07,2.27e-08,6,2,11.415969,0.272010091,1232.600792,4.6591745159917107e-08,5.073901784458694e-10,10277590.844099361,111924.30406894177,0.04725503632444058,0.9322492286375196
3352,NIGGAM_clean,1.45e-07,2.23e-08,6,2,11.46329233,0.277438316,1222.036401,4.513869495270656e-08,5.040390521604226e-10,9957065.063097036,111185.08503538734,0.04730236587487719,0.9328393940334335
3353,NIGGIU_clean,1.4e-07,2.03e-08,6,2,12.18504823,0.376951964,1273.035792,4.825956340811277e-08,6.494285895563277e-10,10645491.92826017,143256.30651977818,0.046502316979376394,0.9147817708549612
3354,NIGNUO_clean,2.22e-08,3.57e-09,6,2,9.908475019,2.399366275,773.7247656,3.782106705687754e-09,4.41834887873675e-10,834288.2439017104,97463.5782074283,0.6420062775904684,0.9499749430346536
3355,NIGPEA_clean,3.59e-08,5.92e-09,6,2,10.59119543,1.803425244,730.6413764,6.173496117342391e-09,5.200353364575428e-10,1361800.614119645,114713.67715975209,0.5203151619072314,0.9548244065491791
3356,NIHBAI_clean,4.73e-09,1.14e-09,6,2,4.431588455,0.030698093,1774.8147,8.267249915814374e-10,4.140740430595899e-12,182365.80696649355,913.3986243961542,0.7293138726598246,0.9981179773299373
3357,NIHBAI01_clean,5.03e-09,1.21e-09,6,2,4.479219213,0.031907229,1764.541561,8.834656747712469e-10,4.541664954458787e-12,194882.13414071623,1001.8378576012032,0.7277957521419017,0.9980611777034998
3358,NIHBAI02_clean,5.69e-09,1.43e-09,6,2,4.574996437,0.033633659,1742.997024,1.0082939431758696e-09,5.588761039121339e-12,222417.7815829124,1232.8149351002953,0.7244116458396301,0.9978924992545474
3359,NIHBEM_clean,5.4e-09,1.11e-09,6,2,4.442480201,0.028025934,1763.945328,9.403550634343743e-10,3.65827993531809e-12,207431.26399287666,806.9735151436964,0.7262254200965049,0.9985262073156
3360,NIHBEM01_clean,5.82e-09,1.2e-09,6,2,4.556729279,0.030805995,1740.494543,1.0257378094275989e-09,4.289413295134823e-12,226265.69325608795,946.1941092209169,0.7238943788452478,0.9984069388927561
3361,NIHBEM02_clean,8.11e-09,1.76e-09,6,2,4.944205028,0.032457846,1702.878423,1.5173593843393805e-09,6.485220498293604e-12,334711.6288983927,1430.5633452118245,0.7097930736533204,0.9983160466690297
3362,NIHBIQ_clean,1.09e-08,1.46e-09,6,2,5.644067906,0.03662159,1669.565212,2.282493773050085e-09,5.951167580087036e-12,503491.2734669305,1312.7575544309639,0.6853711155745458,0.9989132824580759
3363,NIHBIQ01_clean,1.03e-08,1.55e-09,6,2,5.742215798,0.03922393,1654.975504,2.1751829508673262e-09,6.7078464764631075e-12,479819.7685736749,1479.672016866862,0.6890023606623743,0.9987252645088713
3364,NIHBIQ02_clean,1.11e-08,1.56e-09,6,2,5.979196949,0.039985591,1628.515824,2.401846822077226e-09,6.772185438251167e-12,529819.1519287998,1493.8644349083456,0.6813071392832575,0.9988144453862879
3365,NIHVUX_clean,1.73e-08,3.53e-09,6,2,4.255480196,0.116638473,3189.137392,5.217415123151961e-09,8.753837920219942e-11,1150900.3948129327,19309.93658872046,0.561056480700586,0.9911757147504123
3366,NIJSAC_clean,2.18e-08,4.08e-09,6,2,1.872594702,0.135886051,1561.289268,1.416351818926854e-09,5.770682180243859e-11,312430.5482926884,12729.445985832042,0.714218205913126,0.9843917606223458
3367,NIJTOR_clean,8.95e-09,2.59e-09,6,2,3.004886293,0.438891572,1350.873496,8.073340045062478e-10,1.0237182065882473e-10,178088.38334696644,22582.019262976042,0.7324115557117081,0.9552579242465271
3368,NIJZOV_clean,4.21e-08,1.59e-08,6,2,7.26741725,0.006291577,1540.603974,1.0474678240541888e-08,1.0274398240662619e-11,2310590.788354828,2266.4113766167543,0.22096167155003563,0.9990558460144293
3369,NIKDAM_clean,3.72e-08,3.95e-09,6,2,5.271509383,0.447894179,958.3529144,4.176292207867598e-09,1.1303338217069393e-10,921240.9282060877,24933.834302358955,0.6137264080907485,0.9871403707208826
3370,NIKHAS_clean,1.24e-08,3.49e-09,6,2,5.188958781,2.332743987,1293.813091,1.8499540158669628e-09,7.0221934213861e-10,408078.09173535946,154901.3254717522,0.7192178896301505,0.8758137688690578
3371,NIKJIB_clean,2.64e-08,4.03e-09,6,2,5.81324263,0.444114971,1150.789179,3.924692471923228e-09,1.3731088616803714e-10,865740.9864536532,30289.166066478778,0.6258410696775236,0.9838284870929713
3372,NIKKIC_clean,2.5e-08,3.3e-09,6,2,5.256425144,0.820268414,1246.10958,3.6389342936062658e-09,2.2487175234849734e-10,802706.0941778527,49604.06301805088,0.6409818446899721,0.9726729087906053
3373,NIKYOW_clean,3.09e-09,7.1e-10,6,2,4.35550809,0.025122103,1802.219755,5.390046803030752e-10,2.143042714850586e-12,118898.09124332541,472.7300106288057,0.73680594827734,0.9985331485624771
3374,NIKYOW01_clean,3.44e-09,8.32e-10,6,2,4.381839329,0.02751816,1786.34343,5.983665876569147e-10,2.7265685170430057e-12,131992.6296302018,601.448937583016,0.7352924540051498,0.9983128808783073
3375,NIKYOW02_clean,5.18e-09,1.09e-09,6,2,4.460325272,0.028979596,1751.518421,8.992873539057766e-10,3.688436192505355e-12,198372.2104203919,813.6256306997108,0.727344252417242,0.9984506313043768
3376,NIKYUC_clean,6.01e-09,1.51e-09,6,2,4.679821553,0.02566796,1731.716352,1.0823507173713451e-09,4.474595689484514e-12,238753.8347142673,987.0431667980544,0.7223248364094431,0.998419019167828
3377,NIKYUC01_clean,6.32e-09,1.48e-09,6,2,4.85122532,0.027213496,1711.654529,1.1661975491982587e-09,4.5959035629279075e-12,257249.45938196883,1013.8022565282148,0.7199697831024436,0.998484149550753
3378,NIKYUC02_clean,8.63e-09,1.55e-09,6,2,5.388887829,0.032446738,1673.043645,1.7290386298898654e-09,5.6094302438942685e-12,381405.58012276446,1237.3743185060887,0.7033164320022072,0.9987017353532973
3379,NIKZAJ_clean,3.67e-09,8.4e-10,6,2,4.326647503,0.031992916,1813.469898,6.399048704850408e-10,3.2490186464535845e-12,141155.48613640605,716.695289658879,0.7342278980694726,0.9981155059621203
3380,NIKZAJ01_clean,4.06e-09,8.64e-10,6,2,4.361648978,0.030813929,1796.383808,7.069087586011406e-10,3.18836984350819e-12,155935.75557378103,703.3168772444537,0.7324722057036286,0.9983181201515849
3381,NIKZAJ02_clean,4.98e-09,1.12e-09,6,2,4.434111456,0.033692371,1766.347073,8.667612302771916e-10,4.443594093738246e-12,191197.33020820405,980.2045795010837,0.7282446421481991,0.9980686157725325
3382,NIKZEN_clean,5.58e-09,1.35e-09,6,2,4.63065478,0.029630181,1741.52951,9.999883217990772e-10,4.6441651138327184e-12,220585.65922038467,1024.4481868748644,0.7246153799539257,0.9982342777298985
3383,NIKZEN01_clean,5.91e-09,1.6e-09,6,2,4.715240354,0.029698413,1726.043794,1.0688840906648617e-09,5.467814554698552e-12,235783.25529371947,1206.1355635364453,0.7227275407438941,0.9980465866646372
3384,NIKZEN02_clean,7.96e-09,1.38e-09,6,2,4.979611135,0.033649527,1700.385658,1.4977640994825328e-09,5.263979926054107e-12,330389.1395917352,1161.1720425119352,0.7103449572020439,0.9986165434548022
3385,NIMPEG_clean,3.83e-08,6.18e-09,6,2,10.34680773,1.356579424,735.4960698,6.476986553355227e-09,4.1107663990610163e-10,1428747.0338283589,90678.67056752241,0.4976250478621743,0.9641782145567327
3386,NIMPEG01_clean,6.13e-08,1.17e-08,6,2,8.955689,1.314230044,607.4933938,7.411199838697672e-09,6.227411343375171e-10,1634823.4938303689,137369.36786856997,0.44054245497221683,0.9491508865465635
3387,NIMPOQ_clean,7.78e-08,1.45e-08,6,2,8.225816449,1.183802494,558.5475695,7.943396916731847e-09,6.391696722653471e-10,1752219.9081026132,140993.31005853246,0.4020475813367064,0.9482995339779291
3388,NIMQAC_clean,3.14e-08,2.66e-09,6,2,5.396357463,0.571352798,1792.984454,6.751408227482593e-09,1.8166499872924336e-10,1489281.226650572,40073.161484391916,0.4727769297307006,0.9837293391976966
3389,NIMXAK_clean,3.91e-08,5.41e-09,6,2,12.49844784,0.711841222,988.8155578,1.0738302071032509e-08,2.5386593611557156e-10,2368743.10390423,55999.838849023145,0.2050281968141711,0.9773069380145003
3390,NIMXIS_clean,7.89e-08,5.51e-09,6,2,11.19543534,0.528150503,1051.863569,2.0647377071749445e-08,2.0406919496876908e-10,4554568.471709437,45015.263596052006,0.0505342421791341,0.9756740608881623
3391,NINHOH_clean,1.73e-07,4.2e-08,6,2,0.573871342,0.153975389,1049.020134,2.314365520676951e-09,4.5226519296414993e-10,510521.8060316803,99764.38080091543,0.6975050894201665,0.9277425622173588
3392,NINVAI_clean,4.99e-08,1.14e-09,6,2,12.86304408,2.061314923,818.2226398,1.1670871350261513e-08,1.2818270486947071e-10,2574456.915498863,28275.596662383246,0.15926943699260454,0.9879796728649015
3393,NIRFIE_clean,9.94e-09,4.04e-09,6,2,4.752552375,1.772114184,1504.060568,1.5789417477432657e-09,7.178721964825003e-10,348295.9737668968,158354.16098878684,0.7275117656120499,0.8579185275890489
3394,NIRGAY_clean,5.22e-08,1.09e-08,6,2,8.09498967,0.632331746,806.3587452,7.571860226741469e-09,3.705173294984046e-10,1670263.285310618,81731.76385994219,0.42231383539598905,0.9685846904039302
3395,NIRKAB_clean,2.56e-08,5.55e-09,6,2,0.89331904,0.151442542,1453.12638,7.384777743816676e-10,8.142410654874945e-11,162899.50905477963,17961.199973988852,0.7336827860434257,0.9609311824178043
3396,NIXFUX_clean,2.62e-08,5.85e-09,6,2,4.920517584,0.800342432,1311.10137,3.756088676708379e-09,4.0923872303508946e-10,828548.9728033189,90273.24772832856,0.6420450568421258,0.9531486620717625
3397,NIXGIM_clean,1.17e-08,3.13e-09,6,2,3.878495863,0.394114821,1134.118508,1.1436552247717305e-09,9.326834779867588e-11,252276.8878172935,20573.900249707916,0.7230095100368,0.9699741623070652
