Index,Adsorbent,N_0.75,N_2,H_0.25,H_6,N_wc,H_wc,N_sw,N_3p,H_3p,N_3p_sim,H_3p_sim,N2 Isotherm,N2 Opt method,qm_N2,b_N2,Error_N2,H2 Isotherm,H2 Opt method,qm_H2,b_H2,Error_H2,N_4p,H_4p,N_4p_sim,H_4p_sim,N2 Isotherm_2,N2 Opt method_2,par_N2_2,Error_N2_2,H2 Isotherm_2,H2 Opt method_2,par_H2_2,Error_H2_2,N_5p,H_5p,N_5p_sim,H_5p_sim,N2 Isotherm_3,N2 Opt method_3,par_N2_3,Error_N2_3,H2 Isotherm_3,H2 Opt method_3,par_H2_3,Error_H2_3,x_N2,x_H2,Recovery
5,ABULOB_clean,0.523240959,1.113775486,1.100852082,6.289312497,0.590534527,5.188460415,0.113816909,8,10.0,2.372739229,7.015789696,Lang,SLSQP,3.740475276,0.216849118,0.553472551,Lang,SLSQP,8.136800346,0.625844468,1.330433695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025625000000000002,0.974375,-11.67479674796748
21,acs.chemmater.5b03723_cm5b03723_si_005_clean,0.864529182,1.591457198,0.540874102,9.390375805,0.726928016,8.849501703,0.082143384,8,10.0,3.380114492,13.73500359,Freu,COBYLA,1.020376435,0.576104493,1.612667113,Lang,SLSQP,36.67540673,0.059872577,1.32434662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12482824679720714,0.8751717532027928,-1.3370024431104262
26,acs.inorgchem.6b00136_ic6b00136_si_002_clean,1.478929204,2.183232672,2.462011192,8.080197882,0.704303468,5.61818669,0.12536135,8,3.0,3.12738771,6.339513075,Lang,BFGS,3.534995794,0.959066988,4.916408815,Freu,COBYLA,4.134579459,0.374048666,1.065060429,12.0,NaN,3.427479371,NaN,Quad,DiffEv,[2.54373252 1.63147807 0.08625763],0.134176406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023750000000000004,0.997625,-139.0175438596491
27,acs.inorgchem.6b00276_ic6b00276_si_006_clean,1.17963935,1.937571696,1.178495706,8.22516278,0.757932346,7.046667074,0.107558983,8,10.0,3.806648179,10.88890259,Freu,COBYLA,1.360153848,0.495020678,0.454218392,Freu,COBYLA,2.717862907,0.602856589,1.311315465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18069944007723265,0.8193005599227674,-0.5113504863335316
43,acscombsci.5b00188_3001288_clean,0.715972626,1.869571802,0.24623614,5.564572988,1.153599176,5.318336848,0.216909761,8,10.0,6.220762969,9.330559819,Lang,COBYLA,30.39965433,0.032260093,0.327214752,Freu,TNC,0.96510989,0.985330932,0.482192558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2331416697363557,0.7668583302636443,-0.0964125105146485
44,acscombsci.5b00188_34903_clean,0.566369236,1.10322743,1.816567662,7.066608955,0.536858194,5.250041293,0.102257899,8,10.0,2.02180725,7.662767921,Lang,SLSQP,2.753923204,0.345201704,0.854629861,Lang,TNC,8.351969749,1.111832193,1.94143285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056250000000000015,0.994375,-57.92592592592591
47,acscombsci.5b00188_5024922_clean,0.481044345,1.180756022,0.225962952,5.028557323,0.699711677,4.802594371,0.145694519,8,10.0,3.861244452,8.099729617,Lang,CG,14.13911721,0.046960642,0.566938632,Lang,DiffEv,76.03343733,0.011922991,0.348898018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17415368388479388,0.8258463161152061,-0.5806849400546701
48,acscombsci.5b00188_5036495_clean,0.332591079,0.870730517,0.220745522,5.012326636,0.538139438,4.791581114,0.112309366,8,10.0,3.091262771,8.273981838,Lang,Powell,21.77714689,0.020679131,0.122141138,Freu,COBYLA,0.861748555,0.982445528,0.020598579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.142330608517158,0.8576693914828419,-1.0086318757393857
49,acscombsci.5b00188_5040209_clean,0.628514319,1.157296233,0.869001054,6.664912478,0.528781914,5.795911424,0.091233609,8,10.0,2.337090023,8.251818465,Freu,COBYLA,0.737353948,0.554885599,2.503508184,Lang,Powell,10.55003806,0.359052637,4.226731141,NaN,15.0,NaN,9.599972957,NaN,NaN,NaN,NaN,Sips,trust-constr,[17.27732489  0.15447923  0.77220867],0.442504608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1157975668089062,0.8842024331910938,-1.54525334615548
52,ACUFEK_clean,0.586010133,1.282797079,0.480588152,7.407723996,0.696786946,6.927135844,0.10058803,8,10.0,3.245886229,11.13644395,Lang,BFGS,6.11909538,0.14121346,1.406584972,Freu,COBYLA,1.565863705,0.85209704,1.082271772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09071517370763812,0.9092848262923618,-2.341171379710798
56,ADARAA_clean,0.785511431,1.503188942,0.404601357,7.047127976,0.717677511,6.642526619,0.108042851,8,10.0,3.176085126,9.572254624,Freu,COBYLA,0.930926566,0.590279517,2.454859953,Lang,COBYLA,22.84470841,0.072221207,0.887142837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1518963715211497,0.8481036284788503,-0.8611452443654155
57,ADASEF_clean,1.208885734,2.023566198,0.273597685,5.447313803,0.814680464,5.173716118,0.157465243,8,10.0,4.070431319,8.411375598,Freu,COBYLA,1.40113331,0.512967164,0.48806934,Lang,SLSQP,35.44825355,0.031110732,0.913503512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3407552533192203,0.6592447466807797,0.35511412735951986
58,ADASIJ_clean,0.921659553,1.860890444,0.634208073,10.89436062,0.939230891,10.26015255,0.091541611,8,10.0,3.809467484,15.3750813,Lang,CG,5.636405343,0.260645747,1.409514489,Lang,SLSQP,38.0561824,0.067788072,0.426334702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05746199256651116,0.9425380074334888,-4.4676025278362275
60,ADASUV_clean,1.273214252,2.238205827,0.647758525,11.38467289,0.964991575,10.73691436,0.089876061,8,10.0,4.223851923,16.06857396,Freu,COBYLA,1.473018886,0.506701381,2.843993601,Lang,SLSQP,41.24655937,0.06381993,0.13544063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18064631106854814,0.8193536889314519,-0.511893017327359
61,ADATAC_clean,1.23952303,2.150581244,0.2914606,5.819748684,0.911058214,5.528288084,0.164799338,8,10.0,4.408612285,9.173310891,Freu,COBYLA,1.446201865,0.536121286,0.974625681,Freu,COBYLA,1.065441435,0.935106084,0.837473906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32544367612087555,0.6745563238791245,0.3090905601859226
62,ADATEG_manual,0.409143521,1.084359561,0.189649954,4.106542247,0.67521604,3.916892293,0.172385654,8,10.0,3.710679306,6.809659325,Lang,COBYLA,22.45677798,0.024843009,0.434210537,Freu,CG,0.728435304,0.970734394,0.35576976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19497964686305908,0.8050203531369409,-0.3762468136008994
63,ADATIK_clean,1.033131567,1.879657392,0.192264124,4.42427605,0.846525825,4.232011926,0.200029168,8,10.0,4.161284314,7.137420388,Freu,COBYLA,1.223786905,0.588661217,0.724878053,Lang,BFGS,95.66675811,0.008062222,0.083852592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32831346998645694,0.6716865300135431,0.3180434844365352
73,AFEJOK_ion_b,0.792902521,1.740362485,0.100828637,2.102337144,0.947459964,2.001508507,0.473372939,8,10.0,3.735153037,3.18998584,Lang,COBYLA,6.062317254,0.20072812,0.07563361,Lang,TNC,13.93220669,0.02969485,0.092009442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41113300364714117,0.5888669963528588,0.5225656976136288
85,AGABIU_clean,1.217376091,2.522687848,0.341339857,7.171084105,1.305311757,6.829744248,0.191121616,8,10.0,4.147029785,11.21136487,Lang,COBYLA,5.521674277,0.377203816,2.923147219,Lang,BFGS,61.40597279,0.02233568,0.455048163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16773493860394337,0.8322650613960566,-0.6539290468700052
90,AGUBUA_clean,2.631467756,3.347657174,0.397953597,3.620517874,0.716189418,3.222564277,0.222242089,8,10.0,4.283202476,4.327106924,Freu,COBYLA,2.792004265,0.205896475,4.451577667,Lang,L-BFGS-B,5.793918717,0.295000829,1.20104729,5.0,NaN,3.970017577,NaN,Sips,CG,[6.54612012 0.76233344 0.43733648],0.684532488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8612795491478076,0.13872045085219242,0.9463122625751228
93,AHEQAH_clean,0.531642632,1.265696836,0.488197517,7.301605028,0.734054204,6.813407511,0.107736724,8,10.0,3.099586807,10.28257524,Lang,COBYLA,6.195175426,0.125261046,0.553675536,Lang,Powell,21.17580355,0.094394196,2.093368262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07211334722138804,0.9278866527786119,-3.289019478969217
107,ALAMUW_clean,0.924788443,1.662784453,0.546602671,9.575004506,0.73799601,9.028401835,0.0817416,8,10.0,3.697340252,14.32372055,Freu,COBYLA,1.094476719,0.585527956,0.425723321,Lang,SLSQP,40.5033177,0.054713323,1.823999056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12806319399307292,0.871936806006927,-1.2695482826863613
109,ALEJEI_clean,0.983993404,1.946478959,0.483282576,9.824873504,0.962485555,9.341590928,0.103032295,8,10.0,4.079260632,14.52239655,Lang,CG,6.047011879,0.259132139,2.195187752,Lang,COBYLA,56.91893146,0.034353735,0.421920495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09355582356819223,0.9064441764318077,-2.2296018279436005
110,ALEJIM_clean,1.060669417,1.84770084,0.481516749,9.505512781,0.787031423,9.023996032,0.0872154,8,10.0,3.937162992,13.98866131,Freu,COBYLA,1.243980503,0.554172132,0.424521112,Lang,COBYLA,49.82824602,0.039131315,0.172215548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1657564553721656,0.8342435446278345,-0.6776491806502991
120,ALULEZ_clean,0.474910986,1.095595022,0.269787918,4.957663238,0.620684036,4.68787532,0.132401993,8,10.0,3.204137226,7.459983595,Freu,COBYLA,0.599018983,0.806549343,1.013392908,Lang,SLSQP,23.56175464,0.046330194,1.344105314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.145582228112189,0.854417771887811,-0.9563234307907813
145,ANUGIA_clean,0.644052076,1.469221972,0.433543899,9.764115324,0.825169896,9.330571425,0.088437231,8,10.0,3.738190594,14.85366368,Lang,TNC,7.431550608,0.126517259,0.587511572,Lang,L-BFGS-B,68.73708077,0.027562796,0.152769441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07815227026139578,0.9218477297386042,-2.931844533137261
146,ANUGOG_clean,0.535684165,1.297558303,0.534280364,10.31442327,0.761874138,9.780142906,0.077900103,8,10.0,4.082474443,15.13893027,Lang,L-BFGS-B,12.95760128,0.057498814,0.632423694,Lang,SLSQP,50.61968418,0.042668045,0.012769081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08161586718065578,0.9183841328193443,-2.7508398164232437
147,APACAX_clean,1.273598326,2.130281741,6.031848064,16.42305423,0.856683415,10.39120617,0.082443116,8,3.0,3.930204243,14.68457469,Freu,COBYLA,1.46057305,0.476127478,2.143297509,Lang,trust-constr,17.75275354,2.058492179,3.300858988,NaN,4.5,NaN,15.79305901,NaN,NaN,NaN,NaN,Quad,DiffEv,[9.46981352 4.78119418 2.38300077],0.232175231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13960725575094882,0.8603927442490512,-1.0543171619101268
150,APEBEE_clean,0.712300052,1.336620432,0.635756094,4.790700625,0.62432038,4.154944531,0.150259618,8,10.0,2.359315687,5.441151116,Lang,SLSQP,3.101119409,0.397570502,1.296714129,Lang,SLSQP,6.749257508,0.415958613,0.334656589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06805223611785541,0.9319477638821446,-3.5648647619659046
151,APEBII_clean,1.21854852,1.994579134,3.248870681,12.94969035,0.776030614,9.700819669,0.079996396,8,10.0,3.005396212,14.1244137,Lang,CG,3.542820247,0.69902814,2.289872353,Lang,trust-constr,15.45058226,1.065054092,2.177852241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004375000000000001,0.995625,-74.85714285714283
153,APUPEH_clean,0.898325212,2.003179413,0.259390697,5.504387152,1.104854201,5.244996455,0.21064918,8,10.0,5.004669973,8.801312321,Lang,BFGS,9.494258809,0.139341002,0.928579302,Freu,COBYLA,0.975426518,0.95546242,0.680913367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23326913298232582,0.7667308670176742,-0.09563126679054634
163,AQOLOJ_clean,0.408598995,0.928023047,0.385893756,4.516465292,0.519424052,4.130571536,0.125751133,8,10.0,2.535943765,6.314046245,Lang,TNC,5.496163346,0.107084287,1.124970787,Freu,COBYLA,1.1031872,0.757764477,2.220312854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11396907832857747,0.8860309216714225,-1.591436597439642
204,ASOSUY_clean,3.008070095,4.978036244,2.032075767,12.81143471,1.969966149,10.77935894,0.182753553,8,10.0,8.55361017,15.33040785,Freu,COBYLA,3.415478542,0.441581605,3.534617206,Lang,SLSQP,18.42155161,0.495946118,4.239728725,12.0,15.0,9.517262411,17.07275618,Sips,Powell,[14.09469566  0.33516103  0.73447951],0.52163652,Quad,COBYLA,[13.24781392  0.70759694  0.02698529],1.251823952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15764947804157897,0.8423505219584211,-0.7810620803033612
211,ATAYAX_clean,1.020075846,1.909961149,0.965710342,12.33138501,0.889885303,11.36567467,0.078295863,8,10.0,4.141136372,16.03624865,Freu,COBYLA,1.209451788,0.591999532,1.607852372,Lang,CG,26.73357227,0.149908936,1.255945536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10059270693353661,0.8994072930664634,-1.9803595127451858
216,ATEZEG_clean,0.398903824,0.991888331,0.452881457,8.177831869,0.592984507,7.724950412,0.076762241,8,10.0,3.012930287,11.93231699,Lang,SLSQP,9.354211189,0.059391214,0.027809853,Lang,Powell,34.08621916,0.053861017,0.740752795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07047952145158445,0.9295204785484156,-3.396172861772077
217,ATEZIK_clean,0.352509924,0.863653116,0.389882661,7.187789534,0.511143192,6.797906873,0.075191261,8,10.0,2.675187704,10.86357004,Lang,SLSQP,8.402481519,0.058386328,0.371171872,Lang,SLSQP,34.91448096,0.045168982,1.416156383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07126483492864444,0.9287351650713556,-3.3440553628881764
231,ATUZEW_clean,1.001955908,2.250936688,2.624641125,14.30644765,1.24898078,11.68180653,0.106916749,8,10.0,4.885312701,16.20846837,Lang,COBYLA,8.154992549,0.186866183,0.480827337,Lang,TNC,18.68853197,0.653550502,2.484745599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017875000000000005,0.982125,-17.31468531468531
232,AVAJUE_clean,0.492233623,1.197565725,0.188129604,4.339611979,0.705332102,4.151482375,0.169898855,8,10.0,4.494247515,7.214746712,Freu,Powell,0.644020911,0.934300036,0.478015651,Freu,SLSQP,0.740695365,0.988581446,0.119628771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21543902745911087,0.7845609725408891,-0.2138948419173099
233,AVAKAL_clean,0.447796502,1.191144965,0.185503541,4.228835963,0.743348463,4.043332422,0.183845498,8,10.0,4.041559325,7.091823191,Lang,COBYLA,23.80431575,0.025662978,0.512275589,Freu,CG,0.729499803,0.987732729,0.443116589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20510536934732215,0.7948946306526778,-0.2918475890094261
234,AVAKEP_clean,0.380734163,1.028038773,0.172559559,4.051184761,0.64730461,3.878625202,0.166890219,8,10.0,3.546653553,6.567713974,Lang,COBYLA,25.3701127,0.020414455,0.659279237,Lang,BFGS,125.7162419,0.005512014,0.240081632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19251573991059434,0.8074842600894057,-0.39812682409657696
244,AVETAY_clean,1.288736507,2.150569553,6.206336532,16.43639573,0.861833046,10.2300592,0.084245167,8,3.0,3.945950329,14.70275274,Freu,COBYLA,1.4765321,0.472826796,2.203261727,Lang,trust-constr,17.70526662,2.158926624,3.580793652,NaN,4.5,NaN,15.82968866,NaN,NaN,NaN,NaN,Quad,DiffEv,[9.41614236 5.0983716  2.68037319],0.490481122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14421780056234884,0.8557821994376511,-0.9779856025647722
245,AVETEC_clean,2.086942942,2.807607503,9.861383214,16.11398192,0.720664561,6.252598706,0.115258406,8,3.0,4.333159563,15.16142036,Freu,CG,2.280720226,0.308643295,0.441100116,Lang,trust-constr,16.57079459,5.879134541,4.803951676,NaN,4.5,NaN,15.72584552,NaN,NaN,NaN,NaN,Sips,DiffEv,[19.09418719  2.16694984  0.5103223 ],0.387411219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23171933875892448,0.7682806612410755,-0.10518852297200398
273,AXINAX_clean,1.100307238,1.878820304,0.853671432,7.64875467,0.778513066,6.795083238,0.114570056,8,10.0,4.151465817,10.80648705,Freu,Powell,1.293001273,0.560965983,0.542852304,Freu,COBYLA,2.216041673,0.688209349,0.253268381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17379862997009984,0.8262013700299001,-0.5845950956230956
274,AXINAX01_clean,0.328526349,0.841338431,0.229268441,4.686336483,0.512812082,4.457068042,0.115055924,8,10.0,2.83256892,7.311595455,Lang,SLSQP,13.39225641,0.033530471,0.007302357,Lang,SLSQP,35.18886899,0.026227958,0.801404051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13333384412572194,0.8666661558742781,-1.1666570893460704
275,AXINIF_clean,1.0119754,1.835306652,1.601866643,11.14924199,0.823331252,9.547375347,0.086236397,8,10.0,3.812951403,14.10770057,Freu,COBYLA,1.189054264,0.560470044,1.685143515,Freu,COBYLA,3.628254336,0.589858142,3.274790084,NaN,15.0,NaN,16.63872176,NaN,NaN,NaN,NaN,Sips,DiffEv,[35.62176433  0.12672214  0.71414666],0.017312995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10282856053827895,0.8971714394617211,-1.9083082066087402
285,AZAVOO_clean,2.693526035,3.777840671,3.800143275,8.757176051,1.084314636,4.957032776,0.21874268,8,3.0,4.963285312,7.770399485,Lang,SLSQP,5.437264806,1.308925661,3.981474258,Freu,COBYLA,5.46958306,0.262788563,5.476204528,5.0,4.5,4.614119131,8.355047363,Quad,COBYLA,[2.90980863 3.67641545 1.19288782],0.701436723,Sips,trust-constr,[12.28080035  0.94604404  0.53905075],0.207280784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013500000000000005,0.9865,-23.35802469135802
286,AZAVUU_clean,2.183704161,3.109139456,3.276810474,7.666129736,0.925435295,4.389319262,0.210838,8,3.0,4.076589433,6.841060613,Lang,SLSQP,4.478151445,1.268977454,3.149730341,Lang,trust-constr,8.140211969,2.695077127,5.303086927,5.0,4.5,3.782050217,7.324306789,Sips,trust-constr,[5.05940292 0.93339479 0.71727125],1.212384143,Sips,Powell,[10.39020177  1.0144418   0.56946569],0.434381495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07449159522997606,0.9255084047700239,-3.141444422522768
287,AZAWAB_clean,1.849814487,2.884367903,2.900091401,8.380246083,1.034553416,5.480154682,0.188781791,8,3.0,4.070319944,7.369748704,Lang,CG,4.647431734,0.881614272,2.110727045,Lang,SLSQP,9.130386225,1.861928721,3.942937659,NaN,4.5,NaN,7.967655178,NaN,NaN,NaN,NaN,Sips,trust-constr,[10.9489516   0.94204148  0.69327433],0.447984398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017750000000000005,0.98225,-17.446009389671353
315,BAZFUF_clean,0.355014455,0.899557589,0.227467683,5.331218348,0.544543134,5.103750665,0.106694698,8,10.0,3.331716691,8.757881911,Freu,TNC,0.46604385,0.945909369,0.034319141,Lang,LeftInv,227.9562119,0.003995415,0.037387349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14516533970391737,0.8548346602960826,-0.9628989078697512
316,BAZFUF01_clean,0.354699437,0.923746225,0.236645881,5.431108347,0.569046788,5.194462466,0.109548734,8,10.0,3.368207203,8.897044587,Lang,SLSQP,27.82627112,0.017214342,0.045794442,Lang,LeftInv,144.3633238,0.006567719,0.280271836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1416424974033202,0.8583575025966799,-1.0200093388463496
317,BAZGAM_clean,0.546145158,1.448410719,0.196422866,4.570549458,0.902265561,4.374126592,0.206273308,8,10.0,5.005695193,7.570630004,Lang,LeftInv,32.2339225,0.022980266,0.414550243,Freu,COBYLA,0.774871179,0.990015402,0.0332097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22814413309874987,0.7718558669012501,-0.12773134015118437
318,BAZGEQ_clean,0.651254042,1.418866577,0.285179198,5.064928716,0.767612535,4.779749518,0.160596812,8,10.0,3.898230991,7.721980572,Freu,COBYLA,0.809509844,0.75602006,0.920266111,Freu,COBYLA,0.98515447,0.894334991,1.347346764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19011104538913748,0.8098889546108625,-0.4200278806405038
321,BEDYEQ_clean,1.140378472,2.186471806,0.763327178,8.762534056,1.046093334,7.999206878,0.130774632,8,10.0,4.814748993,11.80578738,Freu,COBYLA,1.358550005,0.608566333,1.807555597,Freu,COBYLA,2.13643678,0.742505739,3.562747671,NaN,15.0,NaN,14.69914368,NaN,NaN,NaN,NaN,Sips,trust-constr,[37.0669581   0.06744629  0.84067816],0.420502682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16207279405183633,0.8379272059481637,-0.7233556704159458
