Index,Adsorbent,N_0.75,N_2,H_0.25,H_6,N_wc,H_wc,N_sw,N_3p,H_3p,N_3p_sim,H_3p_sim,N2 Isotherm,N2 Opt method,qm_N2,b_N2,Error_N2,H2 Isotherm,H2 Opt method,qm_H2,b_H2,Error_H2,N_4p,H_4p,N_4p_sim,H_4p_sim,N2 Isotherm_2,N2 Opt method_2,par_N2_2,Error_N2_2,H2 Isotherm_2,H2 Opt method_2,par_H2_2,Error_H2_2,N_5p,H_5p,N_5p_sim,H_5p_sim,N2 Isotherm_3,N2 Opt method_3,par_N2_3,Error_N2_3,H2 Isotherm_3,H2 Opt method_3,par_H2_3,Error_H2_3,x_N2,x_H2,Recovery
905,DITJOH_clean,0.680852993,1.514343831,0.419319546,7.138409252,0.833490838,6.719089706,0.124048178,8,10.0,4.043270841,10.58375005,Lang,SLSQP,8.266491391,0.119673833,1.40994187,Lang,SLSQP,27.96782496,0.060881862,1.957002464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11818445198317172,0.8818155480168283,-1.4871166305992882
914,DIWNAA_clean,1.54316487,3.11707226,2.079604446,18.03742765,1.57390739,15.9578232,0.098629203,8,10.0,6.054013943,21.34214135,Lang,CG,8.678237592,0.288371675,0.732948528,Lang,TNC,27.98978471,0.321048231,1.161191204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025375,0.974625,-11.80295566502463
921,DOGBAE_clean,0.760092791,1.619531209,0.504572045,7.606504743,0.859438418,7.101932698,0.121014723,8,10.0,4.027608133,10.8632956,Freu,COBYLA,0.930863716,0.704537978,1.812505072,Lang,TNC,22.93785872,0.089968432,2.423432883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1235533925405075,0.8764466074594925,-1.364555623653814
928,DOLWEI_clean,1.710738988,2.568247745,3.073533647,14.0200419,0.857508757,10.94650825,0.078336282,8,10.0,4.015778019,16.75254425,Freu,COBYLA,1.897719073,0.360572755,3.298769659,Freu,COBYLA,5.812916996,0.459787532,3.254989852,12.0,15.0,4.590810232,18.98092785,Freu,COBYLA,[1.90461216 0.35578779],2.343015035,Sips,trust-constr,[36.59155488  0.21120769  0.60185159],0.00922257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26265173192570535,0.7373482680742947,0.06422564122178365
936,DONXUB_clean,0.80698867,1.348815153,2.411742869,5.243426803,0.541826483,2.831683934,0.191344266,8,3.0,2.0987149,4.729293444,Lang,TNC,2.515199249,0.629890061,2.384791517,Lang,SLSQP,5.525497055,3.09817893,5.29017276,NaN,4.5,NaN,5.001485875,NaN,NaN,NaN,NaN,Quad,COBYLA,[3.06468599 9.31847604 3.87171685],0.824077827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011812500000000004,0.9881875,-26.88536155202821
953,DUBJUH_clean,0.455130046,0.979459087,0.983881626,7.279791178,0.524329041,6.295909552,0.083280904,8,10.0,2.272653341,8.276094368,Lang,SLSQP,3.872383857,0.177581061,1.125105314,Lang,trust-constr,10.21794286,0.426196705,0.519915234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.019875000000000004,0.980125,-15.438155136268342
954,DUBKAO_clean,0.461674031,0.965531698,1.041545804,7.247757422,0.503857667,6.206211618,0.081186027,8,10.0,2.233870556,8.150325637,Lang,CG,3.705210554,0.189782015,1.755809574,Lang,CG,9.879250301,0.471410102,0.414342165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017375000000000005,0.982625,-17.851318944844117
984,DURDAX_clean,0.733801707,1.617500898,0.597917423,11.76988926,0.883699191,11.17197184,0.079099662,8,10.0,3.932252339,16.48599185,Lang,CG,7.161325502,0.152220648,0.972376252,Lang,COBYLA,51.73576342,0.046869075,1.508324304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.061471832155750125,0.9385281678442499,-4.08920446395848
1005,EBATUZ_clean,1.39756039,2.170107947,0.545649485,9.194385644,0.772547557,8.648736159,0.089324907,8,10.0,4.533066252,13.81041472,Freu,trust-constr,1.612412645,0.497088742,1.944280171,Freu,COBYLA,1.83771078,0.876032661,1.585846811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2595352027412844,0.7404647972587156,0.048986047059362936
1006,EBAVAH_auto,1.314584554,2.118704877,0.417795602,7.412281735,0.804120323,6.994486133,0.114964889,8,10.0,4.439699762,11.40691987,Freu,CG,1.524144794,0.514154042,1.07175092,Freu,COBYLA,1.447776589,0.896572206,1.024891095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2846275623377613,0.7153724376622387,0.16221227044142006
1024,EBUQEX_clean,0.690900383,1.319062946,0.873079214,8.365165651,0.628162563,7.492086437,0.083843475,8,10.0,2.906279413,10.10535674,Freu,COBYLA,0.822766172,0.606995533,1.718075168,Lang,SLSQP,13.86459621,0.268813961,1.208118856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09245316367692377,0.9075468363230762,-2.272095838329865
1025,EBUQIB_clean,0.480940408,1.055668245,0.831646062,5.86343995,0.574727837,5.031793888,0.114219272,8,10.0,2.430826034,6.688637346,Lang,Powell,4.186841255,0.173035724,0.614623572,Lang,SLSQP,8.162658306,0.453768038,1.049747686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04215277509333768,0.9578472249066623,-6.574410168612692
1057,EDUVEE_clean,0.727555776,1.384084013,1.022927958,9.220195944,0.656528237,8.197267986,0.080091103,8,10.0,2.90254518,12.16219563,Freu,COBYLA,0.860822575,0.584630831,2.472658862,Freu,COBYLA,2.593526096,0.671222274,3.039223995,NaN,15.0,NaN,14.69120991,NaN,NaN,NaN,NaN,Sips,trust-constr,[32.81858847  0.09592296  0.78803441],0.183178565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09228422220563615,0.9077157777943639,-2.278696170372831
1058,EDUVOO_clean,0.450070501,1.108373595,0.285641075,6.180738251,0.658303094,5.895097176,0.111669592,8,10.0,3.706861846,9.781091628,Freu,COBYLA,0.581622427,0.890805539,0.530732465,Lang,SLSQP,66.29504751,0.01730738,0.340351512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13903161890566257,0.8609683810943374,-1.0642028239598558
1059,EDUWAB_clean,4.67108516,5.858485103,3.050149577,11.56898959,1.187399943,8.518840013,0.139385168,8,10.0,7.84424889,14.08839267,Freu,COBYLA,4.974879901,0.219091268,1.232583443,Freu,COBYLA,5.420758478,0.414902132,0.882437708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4662435931109228,0.5337564068890772,0.6183994698796196
1071,EGATEM_clean,0.462833118,1.029636778,0.913530323,7.170928026,0.56680366,6.257397703,0.090581371,8,10.0,2.535409399,9.472146479,Lang,BFGS,4.723578874,0.144836214,0.872553572,Freu,COBYLA,2.200149506,0.634099016,2.145126775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03007261749838054,0.9699273825016195,-9.750947353284115
1072,EGATIQ_clean,0.454171563,0.976502804,0.87666501,7.390198388,0.522331241,6.513533378,0.080191689,8,10.0,2.487204818,9.793595823,Freu,COBYLA,0.558497152,0.718438203,1.634503953,Freu,COBYLA,2.171317327,0.654322097,2.444302016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06494622219594705,0.935053777804053,-3.799118132860414
1084,EHUSUX_clean,1.359939733,2.172799846,0.790412762,9.233384966,0.812860113,8.442972204,0.096276535,8,10.0,4.39747043,12.18700384,Freu,TNC,1.568421043,0.495786989,0.737757584,Lang,SLSQP,19.33544876,0.170484708,2.754990759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20578542774967,0.79421457225033,-0.2864768591493938
1085,EHUTAE_clean,1.502820268,2.417770914,0.650136416,8.065785279,0.914950646,7.415648863,0.123381064,8,10.0,4.600621358,11.07711929,Freu,COBYLA,1.721744539,0.472753532,0.529800215,Freu,COBYLA,1.887026249,0.768751891,3.23579045,NaN,15.0,NaN,13.77725133,NaN,NaN,NaN,NaN,Sips,trust-constr,[32.03681807  0.0699722   0.8781171 ],0.067458151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2937209792770048,0.7062790207229952,0.1984694425965039
1087,EJAXIW_clean,0.52397769,1.14427321,0.555740719,7.990999059,0.62029552,7.43525834,0.083426223,8,10.0,2.85507203,9.9789643,Lang,CG,5.289388925,0.146605417,1.362070676,Lang,COBYLA,17.65480395,0.130104837,1.538724816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05554344512578137,0.9444565548742186,-4.667974878256361
1095,EKEKOW_clean,0.437212026,1.01524557,1.223198294,6.481991826,0.578033544,5.258793532,0.10991752,8,10.0,2.421660068,7.771978428,Lang,COBYLA,4.565191743,0.141319623,0.270880731,Freu,COBYLA,2.45065578,0.501352408,4.095768371,NaN,15.0,NaN,8.704654635,NaN,NaN,NaN,NaN,Sips,BFGS,[13.67625268  0.26049891  0.70355903],0.449321104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022751709669531398,0.9772482903304686,-13.31758029799373
1102,EKUPEG_clean,0.559360559,1.247045151,0.973284183,9.1363588,0.687684592,8.163074617,0.08424333,8,10.0,2.997062724,11.66204853,Lang,L-BFGS-B,5.457471823,0.15226459,0.638208778,Lang,SLSQP,16.23325242,0.255119769,3.686017764,NaN,15.0,NaN,13.84429382,NaN,NaN,NaN,NaN,Quad,DiffEv,[1.28123790e+01 2.63630151e-01 6.54230835e-03],1.173844761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.035933539121029354,0.9640664608789706,-7.943051389324195
1117,EMIZAD_clean,0.990364469,1.981246656,0.507940299,8.589577662,0.990882187,8.081637363,0.122609088,8,10.0,4.965364772,12.23605634,Freu,COBYLA,1.204779594,0.681155777,0.718790047,Lang,SLSQP,29.99401638,0.068904629,0.90419468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1478154084091699,0.8521845915908302,-0.9217315270946722
1130,ENIHUG_clean,0.607058145,1.323521388,0.443595148,9.886257726,0.716463243,9.442662578,0.075875129,8,10.0,3.634215737,14.92798492,Freu,COBYLA,0.75459807,0.756070119,0.936465346,Lang,Powell,81.86460563,0.022301115,0.897675731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09541321078725132,0.9045867892127487,-2.1602429815502218
1132,ENISOK_clean,0.478798578,1.124777511,0.605656859,7.665207191,0.645978933,7.059550332,0.091504261,8,10.0,3.019810788,9.174981903,Lang,TNC,6.695917388,0.102683738,0.364813517,Lang,COBYLA,14.39869772,0.175740715,1.853305308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06430584575368489,0.9356941542463151,-3.850228587461907
1133,ENISUQ_clean,0.56057212,1.326536071,0.796123183,8.990504362,0.765963951,8.194381179,0.093474289,8,10.0,3.494306901,10.57912419,Lang,BFGS,7.619389846,0.105885935,0.09928322,Lang,COBYLA,15.44583975,0.217476607,1.452332567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05804621642243922,0.9419537835775608,-4.40921723891163
1134,ENITAX_clean,0.717475571,1.554682638,0.550837423,8.040586196,0.837207067,7.489748773,0.111780394,8,10.0,4.159168783,12.18306691,Freu,COBYLA,0.888367271,0.742466506,1.147774309,Freu,COBYLA,1.763519755,0.839480409,0.517362089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12594635712189914,0.8740536428781008,-1.3132960805742995
1135,ENITEB_clean,1.104869371,2.158069665,1.212285731,9.631959223,1.053200294,8.419673492,0.125088021,8,10.0,4.536848605,12.33581476,Lang,CG,6.684952585,0.264003055,2.55589134,Freu,COBYLA,2.899052271,0.629011702,3.550413826,NaN,15.0,NaN,14.31156659,NaN,NaN,NaN,NaN,Sips,DiffEv,[24.45017363  0.15935569  0.80549984],0.836918295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06255667074065269,0.9374433292593474,-3.9951684776927996
1136,ENITIF_clean,1.358372792,2.578279446,2.145108415,11.02674814,1.219906654,8.881639725,0.137351513,8,10.0,4.80517395,12.26517037,Lang,TNC,6.515443189,0.351200103,1.841759602,Lang,TNC,13.95303659,0.726667187,1.843353438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03356250000000001,0.9664375,-8.598386095592796
1137,ENITOL_clean,0.936817783,1.764722913,1.178762332,8.914517635,0.82790513,7.735755303,0.10702318,8,10.0,3.586832059,10.3749051,Freu,COBYLA,1.102865433,0.567257114,2.845457831,Lang,SLSQP,12.96929371,0.399898839,1.504231788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12267764673487874,0.8773223532651213,-1.3838147552154068
1145,EPISOM_clean,1.5336587,2.689013712,0.772694751,10.07002903,1.155355012,9.297334279,0.124267341,8,10.0,4.980048897,14.22629248,Freu,COBYLA,1.769691303,0.497659876,3.188831951,Freu,COBYLA,2.309029813,0.789764097,2.421687467,12.0,NaN,5.814859921,NaN,Sips,trust-constr,[13.24697441  0.15761791  0.64476807],0.816834569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16940899977083346,0.8305910002291665,-0.6342913724629766
1155,ERALEQ_clean,1.352488263,2.724519522,4.274232653,14.16584896,1.372031259,9.891616307,0.138706478,8,10.0,5.212052163,16.04723664,Lang,SLSQP,7.395185881,0.298428178,0.592017262,Freu,COBYLA,7.027034305,0.358729029,3.935185272,NaN,4.5,NaN,13.16630655,NaN,NaN,NaN,NaN,Sips,CG,[26.84693513  0.41068577  0.55847649],0.330927054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002875000000000001,0.997125,-114.60869565217388
1156,ERALIU_clean,4.390984877,5.405913409,6.386391604,17.15802016,1.014928532,10.77162856,0.094222385,8,3.0,7.06683506,14.26942588,Freu,COBYLA,4.652399486,0.201131634,1.241412614,Freu,COBYLA,9.828384861,0.311074129,2.341683179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28549121550441814,0.7145087844955819,0.16575508492948776
1157,ERALUG_clean,0.980964852,1.579301689,1.961694292,7.928836148,0.598336837,5.967141856,0.100271931,8,10.0,2.725608981,9.257149346,Freu,COBYLA,1.110726994,0.431804654,2.6812557,Freu,COBYLA,3.514509128,0.420714676,3.641576623,NaN,4.5,NaN,7.299868611,NaN,NaN,NaN,NaN,Sips,CG,[17.68830551  0.28247304  0.58961212],0.718689095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1743140174200557,0.8256859825799443,-0.578924431514565
1158,ERAMAN_clean,2.609902315,3.74484909,8.400747559,23.10370021,1.134946775,14.70295265,0.077191759,8,3.0,5.464986622,20.52378373,Freu,COBYLA,2.855195565,0.312314188,4.035516196,Lang,SLSQP,25.00658828,2.023564227,3.715312953,12.0,4.5,5.973651982,22.14325008,Quad,CG,[4.42513235 1.68497339 0.08997004],1.21000171,Quad,Powell,[13.55971288  4.68513829  2.01563896],0.127356621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008500000000000002,0.9915,-37.88235294117646
1159,ERAMER_clean,0.718667727,1.614285281,1.197309829,11.59122895,0.895617554,10.39391912,0.086167455,8,10.0,4.079562261,14.22356484,Lang,SLSQP,7.902830753,0.133379455,0.857598662,Lang,L-BFGS-B,19.72657948,0.258468619,1.781297315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037178882762173085,0.9628211172378269,-7.632329660512106
1160,ERAMOB_clean,1.546587959,2.380093093,2.521281704,12.43592338,0.833505134,9.914641676,0.084068105,8,10.0,3.881141854,14.75467131,Freu,COBYLA,1.729597129,0.388786783,2.857593618,Freu,COBYLA,4.897530189,0.479052696,4.159698086,NaN,15.0,NaN,16.83905316,NaN,NaN,NaN,NaN,Quad,CG,[12.48353805  0.95720735  0.0399559 ],2.863381962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2680492387695098,0.7319507612304902,0.0897807126897806
1161,ERAMUH_clean,3.677713173,4.638613789,8.208416041,17.2957333,0.960900616,9.087317259,0.105740846,8,3.0,6.217418383,14.70031007,Freu,COBYLA,3.920057843,0.221915442,1.517148724,Freu,trust-constr,11.36190579,0.234514556,0.003562975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18154157264751714,0.8184584273524829,-0.5027933921993166
1163,ERANES_clean,0.998253694,2.036319292,3.378523365,14.84800339,1.038065598,11.46948003,0.090506771,8,10.0,4.276629758,17.43269955,Lang,CG,6.477150304,0.242932893,1.438017074,Freu,COBYLA,6.25952684,0.444924151,3.927984713,NaN,15.0,NaN,19.50330468,NaN,NaN,NaN,NaN,Quad,COBYLA,[14.2984575   1.19189888  0.05224808],2.344456006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006937500000000003,0.9930625,-46.714714714714695
1166,ERIRIG_auto,0.395099443,0.989397577,0.32694751,6.305710922,0.594298134,5.978763412,0.099401514,8,10.0,3.161105747,9.718581,Lang,SLSQP,11.46256889,0.047598651,0.145228791,Lang,SLSQP,36.90911124,0.035742731,1.302859312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1066138335284613,0.8933861664715387,-1.7932152795570167
1178,ESEBOV_clean,0.928112324,1.991082257,0.73550325,9.297352109,1.062969933,8.561848859,0.124151915,8,10.0,4.763135638,12.7617641,Lang,BFGS,8.319242231,0.167428049,1.442931183,Lang,Powell,21.97493092,0.138516586,3.24833054,NaN,15.0,NaN,15.98713606,NaN,NaN,NaN,NaN,Sips,trust-constr,[39.34483307  0.06405502  0.87475174],0.176991918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10083103337206706,0.899168966627933,-1.9725271957691657
1204,ETAXUT_clean,0.892078644,1.521978385,1.232326191,7.111701678,0.629899741,5.879375487,0.107137185,8,10.0,2.886373328,9.69684628,Freu,COBYLA,1.028960033,0.496131315,2.047032935,Freu,CG,2.675527776,0.559220035,1.197792671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13462675267306823,0.8653732473269318,-1.142648050120298
1210,ETIPII_clean,0.590000875,1.27986202,3.401710565,7.00868436,0.689861145,3.606973795,0.191257598,8,3.0,2.678943914,6.441700955,Lang,COBYLA,4.227277185,0.216377131,0.085199558,Lang,trust-constr,7.347413224,3.448521976,4.131439213,NaN,4.5,NaN,6.806478795,NaN,NaN,NaN,NaN,Quad,Powell,[ 3.88892533 10.86572067  7.59838816],0.233562646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009125000000000003,0.990875,-35.196347031963455
1222,EVIMUT_clean,2.068817686,3.598844729,0.038612272,0.839956628,1.530027043,0.801344356,1.909325288,8,10.0,5.565308707,1.332736326,Lang,TNC,6.744496572,0.589951448,0.853821132,Lang,BFGS,9.496196676,0.016325452,0.322854112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.825810630335487,0.17418936966451304,0.9296895425069593
1261,EZIMEG_clean,1.231939012,2.022747263,1.870115288,11.25900579,0.790808251,9.388890502,0.084228083,8,10.0,3.72856393,12.83734707,Freu,COBYLA,1.409451512,0.46793414,1.695095395,Lang,CG,15.10935586,0.565021884,2.151455793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1746521003488115,0.8253478996511885,-0.5752227771721057
1262,EZIMIK_clean,1.208303312,1.932165853,1.79646528,11.26156477,0.723862541,9.46509949,0.076477013,8,10.0,3.642113683,12.83084968,Freu,COBYLA,1.38171075,0.466211014,0.554581155,Lang,BFGS,15.22939114,0.534943834,1.831844467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17375285270863128,0.8262471472913687,-0.5851003967436337
1268,EZOFEF_clean,0.823565077,1.797400977,1.9975941,10.88148753,0.9738359,8.88389343,0.109618143,8,10.0,4.093938829,12.50208664,Lang,L-BFGS-B,6.948230034,0.179288848,0.644153033,Lang,SLSQP,14.45052581,0.641645014,3.239850563,NaN,15.0,NaN,13.60646735,NaN,NaN,NaN,NaN,Sips,CG,[17.71066314  0.38351128  0.7964852 ],0.051752856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02548023821984293,0.9745197617801571,-11.748700298273278
1275,FAGQAI_clean,0.35422852,0.864450719,0.270993009,5.66055132,0.510222199,5.389558311,0.094668648,8,10.0,2.847991492,8.780103495,Freu,COBYLA,0.456421078,0.880652343,0.557983723,Lang,BFGS,45.08080924,0.024186991,0.356657362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11819458230126648,0.8818054176987336,-1.4868748931630313
1279,FAHPOV_clean,0.645829969,1.23129613,0.733118808,6.531415076,0.585466161,5.798296268,0.100972102,8,10.0,3.227825782,9.714494269,Freu,trust-constr,0.785315141,0.6797397,0.59616741,Freu,Powell,1.936054153,0.700502582,1.676806851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10575157166058548,0.8942484283394145,-1.8187080793766541
1297,FAMPUH_clean,1.071727717,2.030663002,0.729159646,11.23791767,0.958935285,10.50875802,0.091251058,8,10.0,4.269374702,15.8233731,Freu,COBYLA,1.267775865,0.584019078,2.351654237,Lang,SLSQP,33.72454192,0.088392963,1.719683839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12258910215147076,0.8774108978485292,-1.3857773174769452
1298,FAMQAO_clean,1.033713196,1.98407112,0.629076866,10.30726759,0.950357924,9.678190724,0.098195825,8,10.0,4.103327866,14.68297818,Lang,SLSQP,5.922768246,0.281909678,2.846176183,Lang,SLSQP,34.37392172,0.074567217,1.30626293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07138871831590565,0.9286112816840943,-3.3359385235766617
1299,FAMQES_clean,1.008965232,1.946534674,0.708696549,10.61944998,0.937569442,9.910753431,0.094601228,8,10.0,4.168808761,15.08641424,Freu,COBYLA,1.198866266,0.599431144,2.377358305,Lang,SLSQP,31.44334454,0.092232623,2.337922083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11744571043449835,0.8825542895655016,-1.5048574537132446
1300,FANCIJ_clean,0.803031458,1.54312668,0.826372101,7.854689159,0.740095222,7.028317058,0.105301912,8,10.0,2.928266628,9.244700024,Lang,SLSQP,4.032225189,0.331566507,1.755576594,Lang,L-BFGS-B,12.51325683,0.282837367,0.129720624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03960834699060729,0.9603916530093927,-7.082401193845492
